实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-06-20,年度分红,,4.0,1.8,2017-06-23,2017-06-26,2017-06-26,,10转增4股派1.8元(含税),2016年报
2018-06-29,年度分红,,,1.42,2018-07-05,2018-07-06,2018-07-06,,10派1.42元(含税),2017年报
2019-06-27,年度分红,,,1.5,2019-07-04,2019-07-05,2019-07-05,,10派1.5元(含税),2018年报
2020-07-13,年度分红,,,1.6,2020-07-16,2020-07-17,2020-07-17,,10派1.6元(含税),2019年报
2021-06-25,年度分红,,,2.8,2021-06-30,2021-07-01,2021-07-01,,10派2.8元(含税),2020年报
2022-06-01,年度分红,,,2.6,2022-06-07,2022-06-08,2022-06-08,,10派2.6元(含税),2021年报
2023-06-20,年度分红,,,1.8,2023-06-27,2023-06-28,2023-06-28,,10派1.8元(含税),2022年报
2024-07-05,年度分红,,,2.2,2024-07-10,2024-07-11,2024-07-11,,10派2.2元(含税),2023年报
2025-06-17,年度分红,,,8.7,2025-06-20,2025-06-23,2025-06-23,,10派8.7元(含税),2024年报
2025-10-16,中期分红,,,5.9,2025-10-21,2025-10-22,2025-10-22,,10派5.9元(含税),2025半年报
2026-07-14,年度分红,,,9.53,2026-07-17,2026-07-20,2026-07-20,,10派9.53元(含税),2025年报
