实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-09,年度分红,,,1.5,2001-06-15,2001-06-18,2001-06-22,,10派1.5元(含税),2000年报
2002-04-24,年度分红,,,2.0,2002-04-29,2002-04-30,2002-05-14,,10派2元(含税),2001年报
2003-04-08,年度分红,,4.0,2.1,2003-04-11,2003-04-14,2003-04-18,,10转增4股派2.1元（含税）,2002年报
2004-05-27,年度分红,,,1.5,2004-06-01,2004-06-02,2004-06-08,,10派1.5元(含税),2003年报
2005-05-18,年度分红,,,1.2,2005-05-23,2005-05-24,2005-05-30,,10派1.2元（含税）,2004年报
2006-04-07,年度分红,,,0.8,2006-04-13,2006-04-14,2006-04-20,,10派0.8元(含税),2005年报
2009-05-26,年度分红,,,1.0,2009-06-02,2009-06-03,2009-06-08,,10派1元（含税）,2008年报
2011-06-08,年度分红,,,1.0,2011-06-13,2011-06-14,2011-06-20,,10派1元(含税),2010年报
2012-05-02,年度分红,,,2.0,2012-05-07,2012-05-08,2012-05-11,,10派2元(含税),2011年报
2015-06-20,年度分红,,,0.15,2015-06-29,2015-06-30,2015-06-30,,10派0.15元(含税),2014年报
2018-06-04,年度分红,,,0.1,2018-06-07,2018-06-08,2018-06-08,,10派0.1元（含税）,2017年报
2019-05-31,年度分红,,,0.05,2019-06-05,2019-06-06,2019-06-06,,10派0.05元(含税),2018年报
2020-06-03,年度分红,,,0.05,2020-06-08,2020-06-09,2020-06-09,,10派0.05元(含税),2019年报
2021-05-26,年度分红,,,0.15,2021-05-31,2021-06-01,2021-06-01,,10派0.15元(含税),2020年报
2022-05-18,年度分红,,,0.2,2022-05-23,2022-05-24,2022-05-24,,10派0.2元(含税),2021年报
2023-05-24,年度分红,,,0.1,2023-05-29,2023-05-30,2023-05-30,,10派0.1元(含税),2022年报
2024-06-03,年度分红,,,0.15,2024-06-06,2024-06-07,2024-06-07,,10派0.15元(含税),2023年报
2024-09-13,中期分红,,,0.45,2024-09-20,2024-09-23,2024-09-23,,10派0.45元(含税),2024半年报
2025-04-30,年度分红,,,0.17,2025-05-08,2025-05-09,2025-05-09,,10派0.17元(含税),2024年报
2026-05-07,年度分红,,,0.15,2026-05-12,2026-05-13,2026-05-13,,10派0.15元(含税),2025年报
