实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-25,年度分红,,,1.4,2001-06-29,2001-07-02,2001-07-09,,10派1.4元(含税),2000年报
2002-07-15,年度分红,,5.0,1.0,2002-07-18,2002-07-19,2002-07-29,,10转增5股派1元(含税),2001年报
2003-06-16,年度分红,,,1.0,2003-06-19,2003-06-20,2003-06-30,,10股派1元(含税),2002年报
2004-06-17,年度分红,,,1.0,2004-06-22,2004-06-23,2004-06-29,,10派1元(含税),2003年报
2005-08-11,年度分红,,,0.5,2005-08-16,2005-08-17,2005-08-23,,10派0.5元(含税),2004年报
2006-06-14,年度分红,,6.0,0.6,2006-06-19,2006-06-20,2006-06-26,,10转增6股派0.6元（含税）,2005年报
2009-05-26,年度分红,,3.0,,2009-06-04,2009-06-05,,2009-06-05,10转增3股,2008年报
2012-08-09,年度分红,,,0.8,2012-08-14,2012-08-15,2012-08-21,,10派0.8元（含税）,2011年报
2013-07-23,年度分红,,,0.5,2013-07-26,2013-07-29,2013-08-02,,10派0.5元(含税),2012年报
2014-08-02,年度分红,,,0.2547,2014-08-07,2014-08-08,2014-08-08,,10派0.2547元(含税),2013年报
2015-05-01,年度分红,,,0.19,2015-05-07,2015-05-08,2015-05-08,,10派0.19元(含税),2014年报
2016-07-28,年度分红,,,0.19,2016-08-03,2016-08-04,2016-08-04,,10派0.19元(含税),2015年报
2017-07-25,年度分红,,,0.21,2017-07-31,2017-08-01,2017-08-01,,10派0.21元(含税),2016年报
2018-08-02,年度分红,,,0.24,2018-08-08,2018-08-09,2018-08-09,,10派0.24元(含税),2017年报
2019-07-12,年度分红,,,0.12,2019-07-18,2019-07-19,2019-07-19,,10派0.12元(含税),2018年报
2020-07-16,年度分红,,,0.08,2020-07-22,2020-07-23,2020-07-23,,10派0.08元(含税),2019年报
2021-07-21,年度分红,,,0.1,2021-07-27,2021-07-28,2021-07-28,,10派0.1元(含税),2020年报
2022-08-18,年度分红,,,0.632,2022-08-24,2022-08-25,2022-08-25,,10派0.632元(含税),2021年报
2023-08-16,年度分红,,,0.08,2023-08-22,2023-08-23,2023-08-23,,10派0.08元(含税),2022年报
2024-08-21,年度分红,,,0.12,2024-08-26,2024-08-27,2024-08-27,,10派0.12元(含税),2023年报
2026-08-15,年度分红,,,0.243,2026-08-20,2026-08-21,2026-08-21,,10派0.243元(含税),2025年报
