实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-24,年度分红,,,1.2,2001-05-30,2001-05-31,2001-06-12,,10派1.2元(含税),2000年报
2002-06-24,年度分红,,,0.4,2002-06-27,2002-06-28,2002-07-05,,10派0.4元(含税),2001年报
2003-05-17,年度分红,,,1.1,2003-05-22,2003-05-23,2003-05-30,,10股派1.1元(含税),2002年报
2004-05-29,年度分红,,,0.7,2004-06-03,2004-06-04,2004-06-11,,10派0.7元(含税),2003年报
2005-06-13,年度分红,,,0.8,2005-06-16,2005-06-17,2005-06-23,,10派0.8元(含税),2004年报
2006-05-17,年度分红,,,0.9,2006-05-22,2006-05-23,2006-05-30,,10派0.9元（含税）,2005年报
2007-07-12,年度分红,,,1.0,2007-07-17,2007-07-18,2007-07-23,,10派1元（含税）,2006年报
2008-06-16,年度分红,,,0.8,2008-06-20,2008-06-23,2008-07-01,,10派0.8元（含税）,2007年报
2009-05-12,年度分红,,,0.8,2009-05-15,2009-05-18,2009-05-22,,10派0.8元（含税）,2008年报
2010-06-26,年度分红,,,0.9,2010-07-01,2010-07-02,2010-07-08,,10派0.90元（含税）,2009年报
2011-05-16,年度分红,,,1.0,2011-05-19,2011-05-20,2011-05-27,,10派1元(含税),2010年报
2012-05-29,年度分红,,,1.5,2012-06-01,2012-06-04,2012-06-08,,10派1.5元(含税),2011年报
2013-05-29,年度分红,,,3.0,2013-06-03,2013-06-04,2013-06-07,,10派3元(含税),2012年报
2014-06-10,年度分红,,,2.5,2014-06-13,2014-06-16,2014-06-16,,10派2.5元(含税),2013年报
2015-06-04,年度分红,,,2.5,2015-06-11,2015-06-12,2015-06-12,,10派2.5元(含税),2014年报
2018-06-19,年度分红,,,0.7,2018-06-22,2018-06-25,2018-06-25,,10派0.7元(含税),2017年报
2019-07-04,年度分红,,,2.1,2019-07-10,2019-07-11,2019-07-11,,10派2.1元(含税),2018年报
2020-07-06,年度分红,,,1.2,2020-07-10,2020-07-13,2020-07-13,,10派1.2元(含税),2019年报
2021-07-09,年度分红,,,1.2,2021-07-15,2021-07-16,2021-07-16,,10派1.2元(含税),2020年报
2022-07-12,年度分红,,,1.65,2022-07-19,2022-07-20,2022-07-20,,10派1.65元(含税),2021年报
2023-07-06,年度分红,,,2.1,2023-07-13,2023-07-14,2023-07-14,,10派2.1元(含税),2022年报
2024-07-18,年度分红,,,2.51,2024-07-25,2024-07-26,2024-07-26,,10派2.51元(含税),2023年报
2025-07-03,年度分红,,,3.16,2025-07-10,2025-07-11,2025-07-11,,10派3.16元(含税),2024年报
