实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-10-20,中期分红,,,0.25,2011-10-25,2011-10-26,2011-10-31,,10派0.25元(含税),2011半年报
2012-07-10,年度分红,,,0.25,2012-07-13,2012-07-16,2012-07-20,,10派0.25元(含税),2011年报
2013-07-02,年度分红,,,0.3,2013-07-05,2013-07-08,2013-07-12,,10派0.3元(含税),2012年报
2014-07-05,年度分红,,,0.38,2014-07-10,2014-07-11,2014-07-11,,10派0.38元(含税),2013年报
2015-07-08,年度分红,,,0.46,2015-07-14,2015-07-15,2015-07-15,,10派0.46元(含税),2014年报
2016-06-30,年度分红,,,0.46,2016-07-06,2016-07-07,2016-07-07,,10派0.46元(含税),2015年报
2017-07-12,年度分红,,,0.48,2017-07-18,2017-07-19,2017-07-19,,10派0.48元(含税),2016年报
2018-08-08,年度分红,,,1.7,2018-08-14,2018-08-15,2018-08-15,,10派1.7元(含税),2017年报
2019-08-09,年度分红,,,0.1,2019-08-14,2019-08-15,2019-08-15,,10派0.1元(含税),2018年报
2020-07-13,年度分红,,,0.3,2020-07-17,2020-07-20,2020-07-20,,10派0.3元(含税),2019年报
2023-08-03,年度分红,,,0.3,2023-08-08,2023-08-09,2023-08-09,,10派0.3元(含税),2022年报
2024-08-03,年度分红,,,0.3,2024-08-08,2024-08-09,2024-08-09,,10派0.3元(含税),2023年报
