实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-05-25,年度分红,,5.0,1.0,2016-05-30,2016-05-31,2016-05-31,2016-05-31,10转增5股派1元(含税),2015年报
2017-07-06,年度分红,,,0.8,2017-07-11,2017-07-12,2017-07-12,,10派0.8元(含税),2016年报
2018-06-28,年度分红,,,0.56,2018-07-04,2018-07-05,2018-07-05,,10派0.56元(含税),2017年报
2019-07-05,年度分红,,,0.31,2019-07-11,2019-07-12,2019-07-12,,10派0.31元(含税),2018年报
2020-07-03,年度分红,,,0.35,2020-07-09,2020-07-10,2020-07-10,,10派0.35元(含税),2019年报
2021-06-24,年度分红,,,0.28,2021-06-30,2021-07-01,2021-07-01,,10派0.28元(含税),2020年报
2022-06-23,年度分红,,,0.27,2022-06-28,2022-06-29,2022-06-29,,10派0.27元(含税),2021年报
2024-06-21,年度分红,,,0.16,2024-06-27,2024-06-28,2024-06-28,,10派0.16元(含税),2023年报
2025-07-03,年度分红,,,0.44,2025-07-09,2025-07-10,2025-07-10,,10派0.44元(含税),2024年报
2026-07-02,年度分红,,,0.31,2026-07-08,2026-07-09,2026-07-09,,10派0.31元(含税),2025年报
