实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-07-11,年度分红,,,1.0,2001-07-17,2001-07-18,2001-07-25,,10派1元(含税),2000年报
2002-06-22,年度分红,,,1.0,2002-06-27,2002-06-28,2002-07-05,,10派1元(含税),2001年报
2003-07-22,年度分红,,,0.5,2003-07-28,2003-07-29,2003-08-04,,10股派0.5元(含税),2002年报
2007-02-12,股改分红,,2.6838,,2007-02-13,,,,10转增2.6838股,2006年报
2009-05-12,年度分红,,5.0,,2009-05-15,2009-05-18,,2009-05-19,10转增5股,2008年报
2010-04-28,年度分红,,4.0,,2010-05-05,2010-05-06,,2010-05-07,10转增4股,2009年报
2013-09-10,中期分红,,,1.0,2013-09-13,2013-09-16,2013-09-25,,10派1元(含税),2013半年报
2014-09-23,中期分红,,,1.2,2014-09-26,2014-09-29,2014-09-29,,10派1.2元(含税),2014半年报
2015-06-03,年度分红,,,0.5,2015-06-09,2015-06-10,2015-06-10,,10派0.5元(含税),2014年报
2016-05-31,年度分红,,3.0,0.5,2016-06-06,2016-06-07,2016-06-07,,10转增3股派0.5元(含税),2015年报
2017-06-14,年度分红,,,0.2,2017-06-20,2017-06-21,2017-06-21,,10派0.2元(含税),2016年报
2018-06-14,年度分红,,,0.5,2018-06-21,2018-06-22,2018-06-22,,10派0.5元(含税),2017年报
2019-07-05,年度分红,,,1.0,2019-07-10,2019-07-11,2019-07-11,,10派1元(含税),2018年报
2020-07-04,年度分红,,,0.2,2020-07-09,2020-07-10,2020-07-10,,10派0.2元(含税),2019年报
2021-06-29,年度分红,,,0.62,2021-07-02,2021-07-05,2021-07-05,,10派0.62元(含税),2020年报
2022-06-24,年度分红,,,1.11,2022-06-29,2022-06-30,2022-06-30,,10派1.11元(含税),2021年报
2023-06-19,年度分红,,,1.0,2023-06-27,2023-06-28,2023-06-28,,10派1元(含税),2022年报
2024-07-11,年度分红,,,1.5,2024-07-18,2024-07-19,2024-07-19,,10派1.5元(含税),2023年报
2024-10-16,中期分红,,,0.5,2024-10-22,2024-10-23,2024-10-23,,10派0.5元(含税),2024半年报
2025-07-09,年度分红,,,0.9,2025-07-16,2025-07-17,2025-07-17,,10派0.9元(含税),2024年报
