实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-04-19,年度分红,,5.0,2.6,2001-04-25,2001-04-26,2001-04-27,,10转增5股派2.6元（含税）,2000年报
2002-05-17,年度分红,,,2.0,2002-05-23,2002-05-24,2002-05-24,,10派2元(含税),2001年报
2003-05-15,年度分红,,,2.1,2003-05-22,2003-05-23,2003-05-23,,10股派2.1元（含税）,2002年报
2004-05-20,年度分红,0.0,0.0,0.5,2004-05-26,2004-05-27,2004-05-27,,10派0.5元(含税),2003年报
2005-06-02,年度分红,0.0,0.0,1.6,2005-06-08,2005-06-09,2005-06-09,,10派1.6元(含税),2004年报
2006-05-31,年度分红,,,1.8,2006-06-06,2006-06-07,2006-06-07,,10派1.8元（含税）,2005年报
2009-05-14,年度分红,,,3.0,2009-05-20,2009-05-21,2009-05-21,,10派3元（含税）,2008年报
2010-05-21,年度分红,,3.0,1.6,2010-05-27,2010-05-28,2010-05-28,2010-05-28,10转增3股派1.6元（含税）,2009年报
2011-05-13,年度分红,,,1.2,2011-05-19,2011-05-20,2011-05-20,,10派1.2元(含税),2010年报
2012-05-16,年度分红,,,1.0,2012-05-23,2012-05-24,2012-05-24,,10派1元(含税),2011年报
2013-05-25,年度分红,,,0.5,2013-05-31,2013-06-03,2013-06-03,,10派0.5元(含税),2012年报
2015-06-05,年度分红,,,0.45,2015-06-11,2015-06-12,2015-06-12,,10派0.45元(含税),2014年报
2016-06-08,年度分红,,,0.5,2016-06-16,2016-06-17,2016-06-17,,10派0.5元(含税),2015年报
2018-05-30,年度分红,,,0.7,2018-06-06,2018-06-07,2018-06-07,,10派0.7元(含税),2017年报
2019-06-12,年度分红,,,0.8,2019-06-18,2019-06-19,2019-06-19,,10派0.8元(含税),2018年报
2020-05-26,年度分红,,,0.2,2020-06-01,2020-06-02,2020-06-02,,10派0.2元(含税),2019年报
