实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-08-07,年度分红,0.0,0.0,0.596,1997-08-15,1997-08-18,1997-08-22,,10派0.596元(含税),1996年报
2001-06-15,年度分红,,2.5,0.2,2001-06-20,2001-06-21,2001-06-22,,10转增2.5股派0.2元,2000年报
2002-07-03,年度分红,,,1.0,2002-07-08,2002-07-09,2002-07-09,,10派1元(含税),2001年报
2003-03-04,年度分红,,,1.0,2003-03-07,2003-03-10,2003-03-10,,10股派1.00元（含税）,2002年报
2004-05-19,年度分红,0.0,6.0,1.0,2004-05-21,2004-05-24,2004-05-24,2004-05-24,10转增6股派1元(含税),2003年报
2005-06-21,年度分红,0.0,0.0,0.6,2005-06-24,2005-06-27,2005-06-27,,10派0.6元(含税),2004年报
2005-12-20,股改分红,,6.0,,2005-12-21,,,,10转增6股,
2006-06-16,年度分红,1.0,,0.2,2006-06-21,2006-06-22,2006-06-22,2006-06-22,10送1股派0.20元（含税）,2005年报
2017-07-13,年度分红,,,0.22,2017-07-19,2017-07-20,2017-07-20,,10派0.22元(含税),2016年报
2018-07-04,年度分红,,,0.15,2018-07-10,2018-07-11,2018-07-11,,10派0.15元(含税),2017年报
2019-07-12,年度分红,,,0.11,2019-07-19,2019-07-22,2019-07-22,,10派0.11元(含税),2018年报
2024-06-17,年度分红,,,0.29,2024-06-20,2024-06-21,2024-06-21,,10派0.29元(含税),2023年报
