实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-11,年度分红,,2.0,1.5,2011-04-15,2011-04-18,2011-04-18,2011-04-18,10转增2股派1.5元(含税),2010年报
2012-04-12,年度分红,,2.0,1.7,2012-04-17,2012-04-18,2012-04-18,2012-04-18,10转增2股派1.7元(含税),2011年报
2013-04-16,年度分红,,2.0,0.7,2013-04-22,2013-04-23,2013-04-23,2013-04-23,10转增2股派0.7元(含税),2012年报
2014-04-24,年度分红,,,0.46,2014-04-30,2014-05-05,2014-05-05,,10派0.46元(含税),2013年报
2015-05-07,年度分红,,,0.51,2015-05-13,2015-05-14,2015-05-14,,10派0.51元(含税),2014年报
2016-06-14,年度分红,,5.0,0.55,2016-06-17,2016-06-20,2016-06-20,2016-06-20,10转增5股派0.55元(含税),2015年报
2017-06-03,年度分红,,,0.37,2017-06-09,2017-06-12,2017-06-12,,10派0.37元(含税),2016年报
2018-07-20,年度分红,,,0.42,2018-07-26,2018-07-27,2018-07-27,,10派0.42元(含税),2017年报
2019-06-10,年度分红,,5.0,0.14,2019-06-14,2019-06-17,2019-06-17,2019-06-17,10转增5股派0.14元(含税),2018年报
2020-07-31,年度分红,,,0.18,2020-08-06,2020-08-07,2020-08-07,,10派0.18元(含税),2019年报
2022-06-10,年度分红,,,0.06,2022-06-15,2022-06-16,2022-06-16,,10派0.06元(含税),2021年报
