实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-06-20,年度分红,0.0,2.0,4.0,1997-06-25,1997-06-26,,,10转增2股派4元(含税),1996年报
1998-06-13,年度分红,0.0,0.0,3.0,1998-06-22,1998-06-23,1998-06-29,,10派3元(含税),1997年报
1999-06-02,年度分红,0.0,0.0,3.0,1999-06-07,1999-06-08,1999-06-14,,10派3元(含税),1998年报
2000-05-11,年度分红,2.0,6.0,,2000-05-16,2000-05-17,,,10送2转增6股,1999年报
2001-05-12,年度分红,,,1.25,2001-05-18,2001-05-21,,,10派1.25元（含税）,2000年报
2002-06-18,年度分红,,,1.0,2002-06-25,2002-06-26,2002-06-26,,10派1元(含税),2001年报
2003-06-24,年度分红,,,1.0,2003-06-27,2003-06-30,2003-06-30,,10股派1元（含税）,2002年报
2004-06-15,年度分红,0.0,0.0,0.5,2004-06-18,2004-06-21,2004-06-21,,10派0.5元(含税),2003年报
2005-06-04,年度分红,0.0,0.0,1.0,2005-06-09,2005-06-10,2005-06-10,,10派1元(含税),2004年报
2006-06-23,年度分红,,,1.2,2006-06-28,2006-06-29,2006-06-29,,10派1.2元（含税）,2005年报
2007-05-18,年度分红,,,1.0,2007-05-23,2007-05-24,2007-05-24,,10派1元（含税）,2006年报
2008-06-13,年度分红,,,0.5,2008-06-18,2008-06-19,2008-06-19,,10派0.5元（含税）,2007年报
2009-06-11,年度分红,,,1.0,2009-06-17,2009-06-18,2009-06-18,,10派1元（含税）,2008年报
2010-05-31,年度分红,,,1.0,2010-06-07,2010-06-08,2010-06-08,,10派1元（含税）,2009年报
2011-06-10,年度分红,,5.0,0.4,2011-06-15,2011-06-16,2011-06-16,2011-06-16,10转增5股派0.4元(含税),2010年报
2012-07-05,年度分红,,,0.8,2012-07-11,2012-07-12,2012-07-12,,10派0.8元(含税),2011年报
2013-06-14,年度分红,,,2.0,2013-06-20,2013-06-21,2013-06-21,,10派2元(含税),2012年报
2014-06-27,年度分红,,,2.5,2014-07-02,2014-07-03,2014-07-03,,10派2.5元(含税),2013年报
2015-07-10,年度分红,,,0.5,2015-07-16,2015-07-17,2015-07-17,,10派0.5元(含税),2014年报
2017-07-04,年度分红,,,1.0,2017-07-10,2017-07-11,2017-07-11,,10派1元(含税),2016年报
