实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-07-25,年度分红,4.0,0.0,0.0,1998-08-03,1998-08-04,,,10送4股,1996年报
1999-12-17,年度分红,3.4,1.0,1.1,1999-12-23,1999-12-24,,,10送3.4转增1股派1.1元（含税）,1998年报
2001-05-18,年度分红,3.0,,1.0,2001-05-25,2001-05-28,2001-05-29,,10送3股派1元（含税）,2000年报
2011-04-08,年度分红,,10.0,,2011-04-15,2011-04-18,,2011-04-18,10转增10股,2010年报
2015-06-04,年度分红,,,0.6,2015-06-10,2015-06-11,2015-06-11,,10派0.6元(含税),2014年报
2016-06-03,年度分红,,10.0,1.0,2016-06-13,2016-06-14,2016-06-14,2016-06-14,10转增10股派1元(含税),2015年报
2017-06-16,年度分红,,,0.2,2017-06-22,2017-06-23,2017-06-23,,10派0.2元(含税),2016年报
2018-05-24,年度分红,,,0.2,2018-05-30,2018-05-31,2018-05-31,,10派0.2元(含税),2017年报
2019-06-13,年度分红,,,0.2,2019-06-20,2019-06-21,2019-06-21,,10派0.2元(含税),2018年报
2021-05-27,年度分红,,,0.26,2021-06-03,2021-06-04,2021-06-04,,10派0.26元(含税),2020年报
2022-06-03,年度分红,,,0.51,2022-06-10,2022-06-13,2022-06-13,,10派0.51元(含税),2021年报
2023-07-06,年度分红,,,1.0,2023-07-13,2023-07-14,2023-07-14,,10派1元(含税),2022年报
2024-06-14,年度分红,,,1.0,2024-06-20,2024-06-21,2024-06-21,,10派1元(含税),2023年报
2025-06-06,年度分红,,,1.0,2025-06-11,2025-06-12,2025-06-12,,10派1元(含税),2024年报
