实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-05-10,年度分红,,4.0,0.5,2008-05-16,2008-05-19,2008-05-19,,10转增4股派0.5元（含税）,2007年报
2009-06-13,年度分红,,2.0,1.0,2009-06-19,2009-06-22,2009-06-22,2009-06-22,10转增2股派1元（含税）,2008年报
2010-04-27,年度分红,,6.0,0.5,2010-05-04,2010-05-05,2010-05-05,2010-05-05,10转增6股派0.5元（含税）,2009年报
2011-08-03,年度分红,,2.0,0.5,2011-08-09,2011-08-10,2011-08-10,2011-08-10,10转增2股派0.5元(含税),2010年报
2012-06-29,年度分红,,,0.2,2012-07-05,2012-07-06,2012-07-06,,10派0.2元(含税),2011年报
2016-05-14,年度分红,,10.0,,2016-05-19,2016-05-20,,2016-05-20,10转增10股,2015年报
2018-05-21,年度分红,,5.0,0.62,2018-05-24,2018-05-25,2018-05-25,2018-05-25,10转增5股派0.62元(含税),2017年报
2020-06-01,年度分红,,,1.24,2020-06-04,2020-06-05,2020-06-05,,10派1.24元(含税),2019年报
2021-06-01,年度分红,,,1.666551,2021-06-04,2021-06-07,2021-06-07,,10派1.666551元(含税),2020年报
2022-05-26,年度分红,,,0.8,2022-06-01,2022-06-02,2022-06-02,,10派0.8元(含税),2021年报
2024-05-24,年度分红,,,0.8,2024-05-29,2024-05-30,2024-05-30,,10派0.8元(含税),2023年报
2025-05-24,年度分红,,,0.4,2025-05-29,2025-05-30,2025-05-30,,10派0.4元(含税),2024年报
2026-05-30,年度分红,,,0.6,2026-06-05,2026-06-08,2026-06-08,,10派0.6元(含税),2025年报
