实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-06-27,年度分红,0.0,0.0,3.5,1998-07-03,1998-07-06,1998-07-10,,10派3.5元(含税),1997年报
2005-07-14,年度分红,0.0,0.0,2.0,2005-07-21,2005-07-22,2005-07-22,,10派2元(含税),2004年报
2006-07-26,股改分红,,3.5,,2006-07-27,,,,10转增3.5股,2006半年报
2008-07-04,年度分红,,,1.0,2008-07-11,2008-07-14,2008-07-14,,10派1元（含税）,2007年报
2011-06-15,年度分红,,,1.5,2011-06-21,2011-06-22,2011-06-22,,10派1.5元(含税),2010年报
2012-06-13,年度分红,,,0.6,2012-06-19,2012-06-20,2012-06-20,,10派0.6元(含税),2011年报
2013-06-08,年度分红,,,0.7,2013-06-19,2013-06-20,2013-06-20,,10派0.7元(含税),2012年报
2014-06-13,年度分红,,,1.4,2014-06-19,2014-06-20,2014-06-20,,10派1.4元(含税),2013年报
2015-06-20,年度分红,,,1.0,2015-06-25,2015-06-26,2015-06-26,,10派1元(含税),2014年报
2016-06-16,年度分红,,,0.55,2016-06-23,2016-06-24,2016-06-24,,10派0.55元(含税),2015年报
2017-06-29,年度分红,,,0.62,2017-07-06,2017-07-07,2017-07-07,,10派0.62元(含税),2016年报
2018-06-23,年度分红,,,0.31,2018-06-28,2018-06-29,2018-06-29,,10派0.31元(含税),2017年报
2019-06-29,年度分红,,,0.13,2019-07-04,2019-07-05,2019-07-05,,10派0.13元(含税),2018年报
