实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-05-27,年度分红,,10.0,2.0,2016-06-02,2016-06-03,2016-06-03,2016-06-02,10转增10股派2元(含税),2015年报
2017-05-22,年度分红,,,1.5,2017-06-01,2017-06-02,2017-06-02,,10派1.5元(含税),2016年报
2018-06-13,年度分红,,5.0,2.0,2018-06-21,2018-06-22,2018-06-22,2018-06-22,10转增5股派2元(含税),2017年报
2019-05-06,年度分红,,,2.0,2019-05-13,2019-05-14,2019-05-14,,10派2元(含税),2018年报
2020-05-20,年度分红,3.0,,2.5,2020-05-27,2020-05-28,2020-05-28,2020-05-28,10送3股派2.5元(含税),2019年报
2021-05-12,年度分红,,,2.5,2021-05-19,2021-05-20,2021-05-20,,10派2.5元(含税),2020年报
2022-05-19,年度分红,3.0,,3.0,2022-05-25,2022-05-26,2022-05-26,2022-05-26,10送3股派3元(含税),2021年报
2023-05-10,年度分红,,,2.5,2023-05-16,2023-05-17,2023-05-17,,10派2.5元(含税),2022年报
2024-05-21,年度分红,,,2.5,2024-05-28,2024-05-29,2024-05-29,,10派2.5元(含税),2023年报
2025-06-13,年度分红,,,3.0,2025-06-20,2025-06-23,2025-06-23,,10派3元(含税),2024年报
