实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-26,年度分红,,,0.63,2015-05-29,2015-06-01,2015-06-01,,10派0.63元(含税),2014年报
2016-06-07,年度分红,,,2.16,2016-06-15,2016-06-16,2016-06-16,,10派2.16元(含税),2015年报
2017-06-09,年度分红,,,1.2,2017-06-15,2017-06-16,2017-06-16,,10派1.2元(含税),2016年报
2018-06-09,年度分红,,,1.41,2018-06-14,2018-06-15,2018-06-15,,10派1.41元(含税),2017年报
2019-06-06,年度分红,,3.0,,2019-06-12,2019-06-13,,,10转增3股,2018年报
2020-06-06,年度分红,,,0.87,2020-06-11,2020-06-12,2020-06-12,,10派0.87元(含税),2019年报
2021-06-11,年度分红,,,1.01,2021-06-17,2021-06-18,2021-06-18,,10派1.01元(含税),2020年报
2022-06-02,年度分红,,,0.88,2022-06-08,2022-06-09,2022-06-09,,10派0.88元(含税),2021年报
2023-07-04,年度分红,,,0.98,2023-07-10,2023-07-11,2023-07-11,,10派0.98元(含税),2022年报
2024-06-28,年度分红,,,1.05,2024-07-04,2024-07-05,2024-07-05,,10派1.05元(含税),2023年报
2025-05-21,年度分红,,,1.08,2025-05-28,2025-05-29,2025-05-29,,10派1.08元(含税),2024年报
2025-09-10,中期分红,,,0.55,2025-09-17,2025-09-18,2025-09-18,,10派0.55元(含税),2025半年报
2026-05-21,年度分红,,,0.75,2026-05-28,2026-05-29,2026-05-29,,10派0.75元(含税),2025年报
