实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-10-17,中期分红,,,1.0,2001-10-24,2001-10-25,2001-10-29,,10派1元(含税),2001半年报
2002-07-30,年度分红,1.0,7.0,0.3,2002-08-02,2002-08-05,2002-08-09,,10送1转增7股派0.3元(含税),2001年报
2003-08-05,年度分红,,,1.5,2003-08-08,2003-08-11,2003-08-15,,10股派1.5元（含税）,2002年报
2005-06-24,年度分红,2.0,4.0,0.5,2005-06-29,2005-06-30,2005-07-06,2005-06-30,10送2转增4股派0.5元(含税),2004年报
2006-07-10,年度分红,,,1.2,2006-07-13,2006-07-14,2006-07-20,,10派1.2元（含税）,2005年报
2008-06-25,年度分红,,,1.0,2008-06-30,2008-07-01,2008-07-07,,10派1元（含税）,2007年报
2009-06-22,年度分红,,,1.0,2009-06-25,2009-06-26,2009-07-01,,10派1元（含税）,2008年报
2010-07-12,年度分红,,,1.0,2010-07-15,2010-07-16,2010-07-21,,10派1元（含税）,2009年报
2011-07-11,年度分红,,2.0,,2011-07-14,2011-07-15,,2011-07-18,10转增2股,2010年报
2012-06-14,年度分红,,,0.5,2012-06-19,2012-06-20,2012-06-26,,10派0.5元(含税),2011年报
2013-06-04,年度分红,,,0.3,2013-06-07,2013-06-13,2013-06-19,,10派0.3元(含税),2012年报
2014-06-14,年度分红,,,0.3,2014-06-18,2014-06-19,2014-06-19,,10派0.3元(含税),2013年报
2015-05-28,年度分红,,,0.7,2015-06-02,2015-06-03,2015-06-03,,10派0.7元(含税),2014年报
2016-07-08,年度分红,,,0.15,2016-07-13,2016-07-14,2016-07-14,,10派0.15元(含税),2015年报
2017-06-21,年度分红,,,0.11,2017-06-27,2017-06-28,2017-06-28,,10派0.11元(含税),2016年报
2023-06-13,年度分红,,,0.3,2023-06-16,2023-06-19,2023-06-19,,10派0.3元(含税),2022年报
2024-07-17,年度分红,,,0.6004,2024-07-23,2024-07-24,2024-07-24,,10派0.6004元(含税),2023年报
