实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2013-05-17,年度分红,,,3.1,2013-05-23,2013-05-24,2013-05-24,,10派3.1元(含税),2012年报
2014-05-09,年度分红,,10.0,1.2,2014-05-16,2014-05-19,2014-05-19,2014-05-19,10转增10股派1.2元(含税),2013年报
2015-04-28,年度分红,,,0.7,2015-05-04,2015-05-05,2015-05-05,,10派0.7元(含税),2014年报
2016-06-15,年度分红,,,1.08,2016-06-20,2016-06-21,2016-06-21,,10派1.08元(含税),2015年报
2017-05-17,年度分红,,,0.72,2017-05-22,2017-05-23,2017-05-23,,10派0.72元(含税),2016年报
2018-05-18,年度分红,,,0.37,2018-05-23,2018-05-24,2018-05-24,,10派0.37元(含税),2017年报
2019-05-14,年度分红,,,0.77,2019-05-20,2019-05-21,2019-05-21,,10派0.77元(含税),2018年报
2020-06-05,年度分红,,,0.801788,2020-06-11,2020-06-12,2020-06-12,,10派0.801788元(含税),2019年报
2021-05-08,年度分红,,,2.0,2021-05-14,2021-05-17,2021-05-17,,10派2元(含税),2020年报
2024-05-21,年度分红,,,0.7,2024-05-28,2024-05-29,2024-05-29,,10派0.7元(含税),2023年报
2026-05-23,年度分红,,,1.0,2026-05-28,2026-05-29,2026-05-29,,10派1元(含税),2025年报
