实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-09-11,年度分红,3.0,0.0,0.0,1997-09-17,1997-09-18,,1997-09-22,10送3股,1996年报
2008-05-21,年度分红,,10.0,,2008-05-26,2008-05-27,,,10转增10股,2007年报
2013-06-08,年度分红,,,0.5,2013-06-18,2013-06-19,2013-06-19,,10派0.5元(含税),2012年报
2014-04-30,年度分红,,,1.0,2014-05-07,2014-05-08,2014-05-08,,10派1元(含税),2013年报
2015-05-05,年度分红,,,1.5,2015-05-07,2015-05-08,2015-05-08,,10派1.5元(含税),2014年报
2016-03-02,年度分红,,25.0,0.54,2016-03-07,2016-03-08,2016-03-08,2016-03-08,10转增25股派0.54元(含税),2015年报
2017-03-29,年度分红,,,0.21,2017-04-06,2017-04-07,2017-04-07,,10派0.21元(含税),2016年报
2018-04-19,年度分红,,,0.36,2018-04-25,2018-04-26,2018-04-26,,10派0.36元(含税),2017年报
2019-06-28,年度分红,,,0.21,2019-07-04,2019-07-05,2019-07-05,,10派0.21元(含税),2018年报
2020-05-15,年度分红,,,1.32,2020-05-20,2020-05-21,2020-05-21,,10派1.32元(含税),2019年报
2021-05-08,年度分红,,,0.21,2021-05-13,2021-05-14,2021-05-14,,10派0.21元(含税),2020年报
