实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-03-09,年度分红,,,3.0,2010-03-16,2010-03-17,2010-03-17,,10派3元（含税）,2009年报
2011-03-31,年度分红,,3.0,2.5,2011-04-08,2011-04-11,2011-04-11,2011-04-11,10转增3股派2.5元(含税),2010年报
2012-06-13,年度分红,,,1.0,2012-06-20,2012-06-21,2012-06-21,,10派1元(含税),2011年报
2013-06-14,年度分红,,,0.5,2013-06-20,2013-06-21,2013-06-21,,10派0.5元(含税),2012年报
2014-06-13,年度分红,,,0.5,2014-06-19,2014-06-20,2014-06-20,,10派0.5元(含税),2013年报
2015-04-03,年度分红,,5.0,1.0,2015-04-09,2015-04-10,2015-04-10,2015-04-10,10转增5股派1元(含税),2014年报
2016-06-15,年度分红,,,0.3,2016-06-21,2016-06-22,2016-06-22,,10派0.3元(含税),2015年报
2017-05-10,年度分红,,,0.3,2017-05-15,2017-05-16,2017-05-16,,10派0.3元(含税),2016年报
2018-07-06,年度分红,,,1.0,2018-07-12,2018-07-13,2018-07-13,,10派1元(含税),2017年报
2019-07-03,年度分红,,,0.3,2019-07-08,2019-07-09,2019-07-09,,10派0.3元(含税),2018年报
2020-05-27,年度分红,,,0.6,2020-06-01,2020-06-02,2020-06-02,,10派0.6元(含税),2019年报
2021-05-27,年度分红,,,0.8,2021-06-01,2021-06-02,2021-06-02,,10派0.8元(含税),2020年报
2022-05-20,年度分红,,,1.5,2022-05-26,2022-05-27,2022-05-27,,10派1.5元(含税),2021年报
2023-06-27,年度分红,,,0.3,2023-06-30,2023-07-03,2023-07-03,,10派0.3元(含税),2022年报
2024-05-29,年度分红,,,1.548703,2024-06-04,2024-06-05,2024-06-05,,10派1.548703元(含税),2023年报
2025-04-11,年度分红,,,2.0,2025-04-17,2025-04-18,2025-04-18,,10派2元(含税),2024年报
2026-05-12,年度分红,,,1.5,2026-05-18,2026-05-19,2026-05-19,,10派1.5元(含税),2025年报
