实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2002-07-09,年度分红,,,2.0,2002-07-12,2002-07-15,2002-07-19,,10派2元（含税）,2001年报
2003-05-15,年度分红,3.0,2.0,1.0,2003-05-21,2003-05-22,2003-05-28,,10送3股转增2股派1元（含税）,2002年报
2004-03-30,年度分红,3.0,2.0,1.0,2004-04-02,2004-04-05,2004-04-09,,10送3转增2股派1元(含税),2003年报
2005-06-01,年度分红,,2.0,1.0,2005-06-06,2005-06-07,2005-06-10,,10转增2股派1元(含税),2004年报
2006-06-13,年度分红,,,1.0,2006-06-16,2006-06-19,2006-06-23,,10派1元（含税）,2005年报
2007-06-11,年度分红,,,1.0374,2007-06-15,2007-06-18,2007-06-22,,10派1.0374元（含税）,2006年报
2009-06-01,年度分红,,,0.6,2009-06-08,2009-06-09,2009-06-12,,10派0.6元（含税）,2008年报
2010-06-07,年度分红,,,1.0,2010-06-10,2010-06-11,2010-06-21,,10派1元（含税）,2009年报
2011-06-16,年度分红,,,1.0,2011-06-22,2011-06-23,2011-06-29,,10派1元(含税),2010年报
2012-06-28,年度分红,,,1.0,2012-07-03,2012-07-04,2012-07-10,,10派1元(含税),2011年报
2013-06-26,年度分红,,,1.4,2013-07-02,2013-07-03,2013-07-09,,10派1.4元(含税),2012年报
2014-07-04,年度分红,,,1.5,2014-07-10,2014-07-11,2014-07-11,,10派1.5元(含税),2013年报
2015-07-03,年度分红,,,1.5,2015-07-08,2015-07-09,2015-07-09,,10派1.5元(含税),2014年报
2016-04-28,年度分红,,,1.7,2016-05-05,2016-05-06,2016-05-06,,10派1.7元(含税),2015年报
2017-07-04,年度分红,,,2.0,2017-07-10,2017-07-11,2017-07-11,,10派2元(含税),2016年报
2018-07-03,年度分红,,4.0,3.0,2018-07-09,2018-07-10,2018-07-10,,10转增4股派3元(含税),2017年报
2019-06-14,年度分红,,4.0,3.0,2019-06-19,2019-06-20,2019-06-20,,10转增4股派3元(含税),2018年报
2020-07-01,年度分红,,,3.0,2020-07-06,2020-07-07,2020-07-07,,10派3元(含税),2019年报
2021-07-01,年度分红,,,3.0,2021-07-07,2021-07-08,2021-07-08,,10派3元(含税),2020年报
2022-07-01,年度分红,,,3.0,2022-07-07,2022-07-08,2022-07-08,,10派3元(含税),2021年报
2023-06-30,年度分红,,,3.0,2023-07-06,2023-07-07,2023-07-07,,10派3元(含税),2022年报
2024-06-29,年度分红,,,4.0,2024-07-04,2024-07-05,2024-07-05,,10派4元(含税),2023年报
2024-09-26,中期分红,,,3.0,2024-10-10,2024-10-11,2024-10-11,,10派3元(含税),2024半年报
2025-06-20,年度分红,,,3.2,2025-06-26,2025-06-27,2025-06-27,,10派3.2元(含税),2024年报
2025-09-17,中期分红,,,2.8,2025-09-24,2025-09-25,2025-09-25,,10派2.8元(含税),2025半年报
2026-05-13,年度分红,,,1.8,2026-05-19,2026-05-20,2026-05-20,,10派1.8元(含税),2025年报
