实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-06-17,年度分红,1.0,0.0,0.0,1997-06-23,1997-06-24,,,10送1股,1996年报
1998-01-08,中期分红,0.0,8.0,0.0,1998-01-12,1998-01-13,,,10转增8股,1997半年报
1999-05-07,年度分红,2.0,0.0,0.0,1999-05-12,1999-05-13,,,10送2股,1998年报
2001-05-25,年度分红,1.0,,0.25,2001-05-30,2001-05-31,2001-06-01,,10送1股派0.25元（含税）,2000年报
2002-07-24,年度分红,1.0,1.0,0.25,2002-07-31,2002-08-01,2002-08-01,,10送1转增1股派0.25元(含税),2001年报
2006-05-16,年度分红,,3.0,,2006-05-19,2006-05-22,,,10转增3股,2005年报
2007-05-16,年度分红,,1.0,,2007-05-21,2007-05-22,,,10转增1股,2006年报
2012-06-13,年度分红,1.0,,0.6,2012-06-18,2012-06-19,2012-06-19,2012-06-19,10送1股派0.6元(含税),2011年报
2013-07-11,年度分红,1.0,,0.35,2013-07-17,2013-07-18,2013-07-18,2013-07-18,10送1股派0.35元(含税),2012年报
2014-07-10,年度分红,,,0.2,2014-07-15,2014-07-16,2014-07-16,,10派0.2元(含税),2013年报
2015-08-17,年度分红,,,0.2,2015-08-24,2015-08-25,2015-08-25,,10派0.2元(含税),2014年报
2015-09-16,中期分红,,10.0,,2015-09-22,2015-09-23,,2015-09-23,10转增10股,2015半年报
2017-08-04,年度分红,,,0.2,2017-08-09,2017-08-10,2017-08-10,,10派0.2元(含税),2016年报
2018-08-10,年度分红,,,0.19902,2018-08-15,2018-08-16,2018-08-16,,10派0.19902元(含税),2017年报
2023-08-23,年度分红,,,0.17,2023-08-28,2023-08-29,2023-08-29,,10派0.17元(含税),2022年报
2024-07-02,年度分红,,,0.65,2024-07-08,2024-07-09,2024-07-09,,10派0.65元(含税),2023年报
2025-08-15,年度分红,,,0.7,2025-08-21,2025-08-22,2025-08-22,,10派0.7元(含税),2024年报
