实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-08-26,年度分红,3.0,0.0,0.0,,,,,"(93-95)国家股法人股10送3股,个人老股东10送8.56元",1995年报
1997-03-29,年度分红,4.0,2.0,0.0,1997-04-03,1997-04-04,,,10送4转增2股,1996年报
1998-07-07,年度分红,2.0,0.0,0.0,1998-07-09,1998-07-10,,,10送2股,1997年报
2001-04-17,年度分红,3.0,7.0,1.0,2001-04-23,2001-04-24,2001-05-09,,10送3转增7股派1元（含税）,2000年报
2006-06-05,股改分红,,2.1621,,2006-06-06,,,,10转增2.1621股,
2013-05-23,年度分红,,,1.2,2013-05-28,2013-05-29,2013-06-06,,10派1.2元(含税),2012年报
2014-05-16,年度分红,,,1.0,2014-05-21,2014-05-22,2014-05-30,,10派1元(含税),2013年报
2017-04-05,年度分红,,,0.7,2017-04-11,2017-04-12,2017-04-12,,10派0.7元(含税),2016年报
2018-05-07,年度分红,,,1.0,2018-05-10,2018-05-11,2018-05-11,,10派1元(含税),2017年报
2018-09-26,中期分红,,,1.0,2018-10-09,2018-10-10,2018-10-10,,10派1元(含税),2018半年报
2018-11-22,季度分红,,,3.0,2018-11-28,2018-11-29,2018-11-29,,10派3元(含税),2018三季报
2019-03-04,年度分红,,,16.0,2019-03-07,2019-03-08,2019-03-08,,10派16元(含税),2018年报
2019-12-03,季度分红,,,3.0233,2019-12-06,2019-12-09,2019-12-09,,10派3.0233元(含税),2019三季报
2022-09-15,中期分红,,,0.7,2022-09-21,2022-09-22,2022-09-22,,10派0.7元(含税),2022半年报
2024-06-20,年度分红,,,0.4,2024-06-26,2024-06-27,2024-06-27,,10派0.4元(含税),2023年报
2025-06-20,年度分红,,,0.15,2025-06-26,2025-06-27,2025-06-27,,10派0.15元(含税),2024年报
