实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-09-19,年度分红,2.0,0.0,1.0,1996-09-24,1996-09-25,,,10送2股派1.00元(含税),1995年报
2002-08-03,年度分红,,,0.5,2002-08-09,2002-08-12,2002-08-16,,10派0.5元(含税),2001年报
2003-04-19,年度分红,,,0.5,2003-04-25,2003-04-28,2003-05-15,,10股派0.50元（含税）,2002年报
2004-04-13,年度分红,,,0.5,2004-04-19,2004-04-20,2004-04-23,,10派0.5元(含税),2003年报
2007-01-17,股改分红,,5.0,,2007-01-18,,,,10转增5股,2006年报
2007-08-15,中期分红,,1.7,,2007-08-20,2007-08-21,,,10转增1.7股,2007半年报
2012-08-20,中期分红,,8.0,,2012-08-23,2012-08-24,,2012-08-27,10转增8股,2012半年报
2014-09-22,中期分红,,15.0,0.5,2014-09-25,2014-09-26,2014-09-26,2014-09-29,10转增15股派0.5元(含税),2014半年报
2016-05-13,年度分红,,,0.2,2016-05-19,2016-05-20,2016-05-20,,10派0.2元(含税),2015年报
2017-05-11,年度分红,,,0.2,2017-05-17,2017-05-18,2017-05-18,,10派0.2元(含税),2016年报
2018-05-17,年度分红,,,1.0,2018-05-23,2018-05-24,2018-05-24,,10派1元(含税),2017年报
2019-06-03,年度分红,,,0.23,2019-06-06,2019-06-10,2019-06-10,,10派0.23元(含税),2018年报
2020-07-06,年度分红,,,0.42,2020-07-13,2020-07-14,2020-07-14,,10派0.42元(含税),2019年报
2021-07-08,年度分红,,,0.1,2021-07-13,2021-07-14,2021-07-14,,10派0.1元(含税),2020年报
2022-07-05,年度分红,,,0.38,2022-07-08,2022-07-11,2022-07-11,,10派0.38元(含税),2021年报
2024-06-15,年度分红,,,0.257,2024-06-20,2024-06-21,2024-06-21,,10派0.257元(含税),2023年报
2025-04-22,年度分红,,,1.0,2025-04-25,2025-04-28,2025-04-28,,10派1元(含税),2024年报
2025-11-28,季度分红,,,0.5,2025-12-03,2025-12-04,2025-12-04,,10派0.5元(含税),2025三季报
2026-05-19,年度分红,,,0.5,2026-05-25,2026-05-26,2026-05-26,,10派0.5元(含税),2025年报
