实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-04-16,年度分红,3.0,2.0,0.0,1998-04-21,1998-04-22,,,10送3转增2股,1997年报
1999-05-29,年度分红,0.0,0.0,2.0,1999-06-03,1999-06-04,1999-06-10,,10派2元(含税),1998年报
2000-04-22,年度分红,,,2.0,2000-04-26,2000-04-27,2000-04-28,,10派2元（含税）,1999年报
2001-06-09,年度分红,,,2.0,2001-06-15,2001-06-18,2001-06-19,,10派2元（含税）,2000年报
2002-04-24,年度分红,,,2.0,2002-05-08,2002-05-09,2002-05-09,,10派2元(含税),2001年报
2003-07-16,年度分红,,,1.2,2003-07-22,2003-07-23,2003-07-23,,10股派1.2元（含税）,2002年报
2004-05-12,年度分红,,,1.8,2004-05-18,2004-05-19,2004-05-19,,10派1.8元(含税),2003年报
2005-04-08,年度分红,2.0,3.0,0.6,2005-04-12,2005-04-13,2005-04-13,2005-04-13,10送2转增3股派0.6元（含税）,2004年报
2006-05-23,年度分红,,,1.5,2006-05-26,2006-05-29,2006-05-29,,10派1.5元（含税）,2005年报
2007-06-20,年度分红,,,1.3,2007-06-25,2007-06-26,2007-06-26,,10派1.3元（含税）,2006年报
2008-05-08,年度分红,,,1.5,2008-05-13,2008-05-14,2008-05-14,,10派1.5元（含税）,2007年报
2009-07-03,年度分红,,,1.5,2009-07-09,2009-07-10,2009-07-10,,10派1.5元（含税）,2008年报
2010-05-11,年度分红,,,1.6,2010-05-18,2010-05-19,2010-05-19,,10派1.6元（含税）,2009年报
2011-05-23,年度分红,,,2.0,2011-05-30,2011-05-31,2011-05-31,,10派2元(含税),2010年报
2012-05-31,年度分红,,10.0,2.1,2012-06-06,2012-06-07,2012-06-07,2012-06-07,10转增10股派2.1元(含税),2011年报
2013-05-10,年度分红,,,1.1,2013-05-16,2013-05-17,2013-05-17,,10派1.1元(含税),2012年报
2014-05-16,年度分红,,,0.8,2014-05-22,2014-05-23,2014-05-23,,10派0.8元(含税),2013年报
2015-06-16,年度分红,,,0.8,2015-06-23,2015-06-24,2015-06-24,,10派0.8元(含税),2014年报
2016-07-14,年度分红,,,0.7,2016-07-20,2016-07-21,2016-07-21,,10派0.7元(含税),2015年报
2017-07-05,年度分红,,,0.36,2017-07-10,2017-07-11,2017-07-11,,10派0.36元(含税),2016年报
2018-07-06,年度分红,,,0.2,2018-07-12,2018-07-13,2018-07-13,,10派0.2元(含税),2017年报
2019-07-08,年度分红,,,0.22,2019-07-12,2019-07-15,2019-07-15,,10派0.22元(含税),2018年报
2020-07-02,年度分红,,,0.22,2020-07-09,2020-07-10,2020-07-10,,10派0.22元(含税),2019年报
2021-07-07,年度分红,,,0.22,2021-07-13,2021-07-14,2021-07-14,,10派0.22元(含税),2020年报
2022-07-07,年度分红,,,0.4,2022-07-13,2022-07-14,2022-07-14,,10派0.4元(含税),2021年报
2023-06-27,年度分红,,,0.8,2023-07-03,2023-07-04,2023-07-04,,10派0.8元(含税),2022年报
2024-07-17,年度分红,,,1.0,2024-07-23,2024-07-24,2024-07-24,,10派1元(含税),2023年报
2025-07-22,年度分红,,,1.9,2025-07-28,2025-07-29,2025-07-29,,10派1.9元(含税),2024年报
2025-12-23,季度分红,,,1.0,2025-12-26,2025-12-29,2025-12-29,,10派1元(含税),2025三季报
