实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-30,年度分红,,,3.0,2011-06-02,2011-06-03,2011-06-03,,10派3元(含税),2010年报
2012-05-05,年度分红,,,3.5,2012-05-10,2012-05-11,2012-05-11,,10派3.5元(含税),2011年报
2013-05-31,年度分红,,,3.5,2013-06-06,2013-06-07,2013-06-07,,10派3.5元(含税),2012年报
2014-07-03,年度分红,,3.0,2.0,2014-07-09,2014-07-10,2014-07-10,2014-07-10,10转增3股派2元(含税),2013年报
2015-06-27,年度分红,,6.0,1.0,2015-07-02,2015-07-03,2015-07-03,2015-07-03,10转增6股派1元(含税),2014年报
2016-05-04,年度分红,,6.0,2.0,2016-05-10,2016-05-11,2016-05-11,2016-05-11,10转增6股派2元(含税),2015年报
2017-05-20,年度分红,,5.0,1.0,2017-05-25,2017-05-26,2017-05-26,2017-05-26,10转增5股派1元(含税),2016年报
2018-06-07,年度分红,,,1.5,2018-06-12,2018-06-13,2018-06-13,,10派1.5元(含税),2017年报
2019-06-12,年度分红,,,2.6,2019-06-17,2019-06-18,2019-06-18,,10派2.6元(含税),2018年报
2020-06-12,年度分红,,,3.0,2020-06-17,2020-06-18,2020-06-18,,10派3元(含税),2019年报
2021-10-08,中期分红,,,3.0,2021-10-15,2021-10-18,2021-10-18,,10派3元(含税),2021半年报
2022-05-10,年度分红,,,3.5,2022-05-17,2022-05-18,2022-05-18,,10派3.5元(含税),2021年报
2023-06-08,年度分红,,3.0,3.8,2023-06-15,2023-06-16,2023-06-16,2023-06-16,10转增3股派3.8元(含税),2022年报
2024-06-07,年度分红,,,3.0,2024-06-17,2024-06-18,2024-06-18,,10派3元(含税),2023年报
2025-05-27,年度分红,,,4.2,2025-06-03,2025-06-04,2025-06-04,,10派4.2元(含税),2024年报
2026-01-10,中期分红,,,2.0,2026-01-15,2026-01-16,2026-01-16,,10派2元(含税),2025半年报
2026-05-21,年度分红,,,2.2,2026-05-27,2026-05-28,2026-05-28,,10派2.2元(含税),2025年报
