实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-12-23,年度分红,,,2.1,1995-12-28,1995-12-29,,,10派2.1元(含税),1993年报
1996-06-13,年度分红,3.0,0.0,2.0,1996-06-18,1996-06-19,,,10送3股派2元（含税）,1995年报
1997-07-22,年度分红,0.0,0.0,1.78,1997-07-31,1997-08-01,,,10派1.78元(含税),1996年报
1998-06-16,年度分红,0.0,0.0,1.8,1998-06-19,1998-06-22,1998-06-23,,10派1.80元(含税),1997年报
1999-09-03,中期分红,2.0,6.0,,1999-09-08,1999-09-09,,,10送2转增6股,1999半年报
2001-06-14,年度分红,,,0.7,2001-06-21,2001-06-22,2001-06-29,,10派0.7元（含税）,2000年报
2002-05-21,年度分红,,,1.0,2002-05-24,2002-05-27,2002-05-30,,10派1元(含税),2001年报
2003-04-30,年度分红,,,1.0,2003-05-14,2003-05-15,2003-05-21,,10派1元(含税),2002年报
2004-04-03,年度分红,3.0,1.0,0.75,2004-04-07,2004-04-08,2004-04-14,2004-04-07,10送3转增1股派0.75元(含税),2003年报
2006-05-11,年度分红,,,2.5,2006-05-16,2006-05-17,2006-05-22,,10派2.5元(含税),2005年报
2007-05-31,年度分红,,,2.0,2007-06-05,2007-06-06,2007-06-11,,10派2元（含税）,2006年报
2008-05-12,年度分红,1.0,7.0,2.0,2008-05-15,2008-05-16,2008-05-22,2008-05-16,10送1转增7股派2元（含税）,2007年报
2009-03-12,年度分红,,,1.5,2009-03-17,2009-03-18,2009-03-23,,10派1.5元（含税）,2008年报
2010-04-30,年度分红,2.0,4.0,1.5,2010-05-06,2010-05-07,2010-05-12,2010-05-10,10送2转增4股派1.5元（含税）,2009年报
2012-05-11,年度分红,,,1.5,2012-05-16,2012-05-17,2012-05-23,,10派1.5元(含税),2011年报
2013-03-28,年度分红,,,2.3,2013-04-02,2013-04-03,2013-04-10,,10派2.3元(含税),2012年报
2014-03-25,年度分红,,6.0,2.0,2014-03-28,2014-03-31,2014-04-04,2014-03-31,10转增6股派2元(含税),2013年报
2015-05-13,年度分红,,,1.0,2015-05-19,2015-05-20,2015-05-20,,10派1元(含税),2014年报
2016-06-08,年度分红,,,0.3,2016-06-16,2016-06-17,2016-06-17,,10派0.3元(含税),2015年报
2017-04-20,年度分红,,,0.2,2017-04-26,2017-04-27,2017-04-27,,10派0.2元(含税),2016年报
2018-07-13,年度分红,,,0.1,2018-07-19,2018-07-20,2018-07-20,,10派0.1元(含税),2017年报
2020-07-21,年度分红,,,0.2,2020-07-27,2020-07-28,2020-07-28,,10派0.2元(含税),2019年报
2021-07-15,年度分红,,,0.3,2021-07-21,2021-07-22,2021-07-22,,10派0.3元(含税),2020年报
2022-06-30,年度分红,,,0.25,2022-07-05,2022-07-06,2022-07-06,,10派0.25元(含税),2021年报
2023-07-19,年度分红,,,0.12,2023-07-26,2023-07-27,2023-07-27,,10派0.12元(含税),2022年报
2024-07-19,年度分红,,,0.1,2024-07-25,2024-07-26,2024-07-26,,10派0.1元(含税),2023年报
2025-06-21,年度分红,,,0.1,2025-06-26,2025-06-27,2025-06-27,,10派0.1元(含税),2024年报
