实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-07,年度分红,,,1.0,2001-06-13,2001-06-14,2001-06-21,,10派1元(含税),2000年报
2002-06-03,年度分红,,,0.5,2002-06-06,2002-06-07,2002-06-13,,10派0.5元(含税),2001年报
2003-05-23,年度分红,,,0.5,2003-05-28,2003-05-29,2003-06-05,,10股派0.50元（含税）,2002年报
2004-05-28,年度分红,,,2.0,2004-06-02,2004-06-03,2004-06-10,,10派2元(含税),2003年报
2005-04-19,年度分红,,,1.0,2005-04-25,2005-04-26,2005-04-29,,10派1元(含税),2004年报
2006-05-13,年度分红,,,0.5,2006-05-18,2006-05-19,2006-05-25,,10派0.5元(含税),2005年报
2007-05-14,年度分红,,,2.0,2007-05-17,2007-05-18,2007-05-24,,10派2元（含税）,2006年报
2008-05-19,年度分红,,,1.26,2008-05-22,2008-05-23,2008-05-29,,10派1.26元（含税）,2007年报
2009-05-20,年度分红,,,2.27,2009-05-25,2009-05-26,2009-06-02,,10派2.27元（含税）,2008年报
2010-08-11,年度分红,,,3.81,2010-08-16,2010-08-17,2010-08-20,,10派3.81元（含税）,2009年报
2011-05-24,年度分红,2.0,,0.96,2011-05-27,2011-05-30,2011-06-02,2011-05-27,10送2股派0.96元(含税),2010年报
2012-03-07,年度分红,,,1.01,2012-03-12,2012-03-13,2012-03-16,,10派1.01元(含税),2011年报
2013-05-21,年度分红,,,1.18,2013-05-24,2013-05-27,2013-06-03,,10派1.18元(含税),2012年报
2014-07-11,年度分红,,,0.88,2014-07-17,2014-07-18,2014-07-18,,10派0.88元(含税),2013年报
2015-07-10,年度分红,,,0.8035,2015-07-16,2015-07-17,2015-07-17,,10派0.8035元(含税),2014年报
2016-05-26,年度分红,,,0.9,2016-06-02,2016-06-03,2016-06-03,,10派0.9元(含税),2015年报
2017-05-22,年度分红,,,0.96,2017-05-25,2017-05-26,2017-05-26,,10派0.96元(含税),2016年报
2018-07-10,年度分红,,,0.99,2018-07-17,2018-07-18,2018-07-18,,10派0.99元(含税),2017年报
2019-07-02,年度分红,,,0.68,2019-07-09,2019-07-10,2019-07-10,,10派0.68元(含税),2018年报
2020-06-12,年度分红,,,0.9,2020-06-18,2020-06-19,2020-06-19,,10派0.9元(含税),2019年报
2021-06-21,年度分红,,,1.33,2021-06-25,2021-06-28,2021-06-28,,10派1.33元(含税),2020年报
2022-06-16,年度分红,,,1.02,2022-06-23,2022-06-24,2022-06-24,,10派1.02元(含税),2021年报
2023-05-16,年度分红,,,1.298,2023-05-22,2023-05-23,2023-05-23,,10派1.298元(含税),2022年报
2024-05-14,年度分红,,,1.368,2024-05-21,2024-05-22,2024-05-22,,10派1.368元(含税),2023年报
2025-07-01,年度分红,,,1.2,2025-07-08,2025-07-09,2025-07-09,,10派1.2元(含税),2024年报
2026-06-17,年度分红,,,1.9,2026-06-25,2026-06-26,2026-06-26,,10派1.9元(含税),2025年报
