实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2005-05-31,年度分红,,,0.7,2005-06-03,2005-06-06,2005-06-10,,10派0.7元(含税),2004年报
2006-07-10,年度分红,,,2.2,2006-07-13,2006-07-14,2006-07-20,,10派2.2元(含税),2005年报
2007-07-02,年度分红,,,1.5,2007-07-05,2007-07-06,2007-07-12,,10派1.5元（含税）,2006年报
2007-09-28,中期分红,,8.0,,2007-10-10,2007-10-11,,,10转增8股,2007半年报
2008-08-15,中期分红,,,1.9,2008-08-20,2008-08-21,2008-08-26,,10派1.9元（含税）,2008半年报
2010-06-01,年度分红,,,1.2,2010-06-04,2010-06-07,2010-06-11,,10派1.2元（含税）,2009年报
2012-07-02,年度分红,,3.0,,2012-07-05,2012-07-06,,2012-07-09,10转增3股,2011年报
2013-07-09,年度分红,,,0.5,2013-07-12,2013-07-15,2013-07-19,,10派0.5元(含税),2012年报
2016-06-14,年度分红,,10.0,0.5,2016-06-17,2016-06-20,2016-06-20,,10转增10股派0.5元(含税),2015年报
2017-06-08,年度分红,,,1.0,2017-06-13,2017-06-14,2017-06-14,,10派1元(含税),2016年报
2018-05-17,年度分红,,,1.0,2018-05-22,2018-05-23,2018-05-23,,10派1元(含税),2017年报
2020-06-12,年度分红,,,0.3,2020-06-18,2020-06-19,2020-06-19,,10派0.3元(含税),2019年报
2021-05-19,年度分红,,,0.5,2021-05-25,2021-05-26,2021-05-26,,10派0.5元(含税),2020年报
