实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-04-10,年度分红,3.0,7.0,2.0,2001-04-16,2001-04-17,2001-04-26,,10送3转增7股派2元(含税),2000年报
2002-07-03,年度分红,1.0,,1.0,2002-07-08,2002-07-09,2002-07-17,,10送1股派1元(含税),2001年报
2003-06-24,年度分红,,,0.1,2003-06-30,2003-07-01,2003-07-08,,10派0.10元(含税),2002年报
2004-07-12,年度分红,,,0.5,2004-07-15,2004-07-16,2004-07-21,,10派0.5元(含税),2003年报
2006-06-14,年度分红,,,4.0,2006-06-19,2006-06-20,2006-06-23,,10派4元(含税),2005年报
2007-08-08,年度分红,,,4.0,2007-08-13,2007-08-14,2007-08-20,,10派4元（含税）,2006年报
2008-06-19,年度分红,3.0,,0.34,2008-06-24,2008-06-25,2008-07-02,2008-06-25,10送3股派0.34元（含税）,2007年报
2009-05-05,年度分红,2.0,,0.5,2009-05-08,2009-05-11,2009-05-14,2009-05-11,10送2股派0.5元（含税）,2008年报
2010-06-04,年度分红,,,1.08,2010-06-09,2010-06-10,2010-06-18,,10派1.08元（含税）,2009年报
2013-07-04,年度分红,,,0.17,2013-07-09,2013-07-10,2013-07-15,,10派0.17元(含税),2012年报
2015-08-18,年度分红,,,0.18,2015-08-21,2015-08-24,2015-08-24,,10派0.18元(含税),2014年报
2020-08-11,年度分红,,,0.4,2020-08-17,2020-08-18,2020-08-18,,10派0.4元(含税),2019年报
2024-10-15,中期分红,,,0.1,2024-10-21,2024-10-22,2024-10-22,,10派0.1元(含税),2024半年报
2025-07-15,年度分红,,,0.1,2025-07-21,2025-07-22,2025-07-22,,10派0.1元(含税),2024年报
