实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-06-26,年度分红,0.0,0.0,0.0,,,,,95年度利润归老股东所有,1995年报
1996-10-29,中期分红,0.0,2.0,0.0,1996-11-01,1996-11-04,,,10转增2股,1996半年报
1997-06-20,年度分红,0.0,0.0,1.0,1997-06-24,1997-06-25,,,10派1元(含税),1996年报
2002-05-31,年度分红,,,0.35,2002-06-05,2002-06-06,2002-06-12,,10派0.35元(含税),2001年报
2003-04-09,年度分红,2.0,8.0,0.7,2003-04-14,2003-04-15,2003-04-21,,10送2转增8派0.7元(含税),2002年报
2005-06-24,年度分红,,,0.35,2005-06-29,2005-06-30,2005-07-07,,10派0.35元(含税),2004年报
2008-05-09,年度分红,,3.0,0.5,2008-05-14,2008-05-15,2008-05-21,,10转增3股派0.5元（含税）,2007年报
2011-04-08,年度分红,,,0.5,2011-04-15,2011-04-18,2011-04-22,,10派0.5元(含税),2010年报
2012-10-09,中期分红,,2.0,0.25,2012-10-12,2012-10-15,2012-10-19,2012-10-16,10转增2股派0.25元(含税),2012半年报
2017-06-02,年度分红,,,0.54,2017-06-08,2017-06-09,2017-06-09,,10派0.54元(含税),2016年报
2018-05-31,年度分红,,,0.42,2018-06-05,2018-06-06,2018-06-06,,10派0.42元(含税),2017年报
2019-05-24,年度分红,,,1.05,2019-05-29,2019-05-30,2019-05-30,,10派1.05元(含税),2018年报
2020-06-13,年度分红,,,1.02,2020-06-18,2020-06-19,2020-06-19,,10派1.02元(含税),2019年报
2021-06-03,年度分红,,,2.51,2021-06-09,2021-06-10,2021-06-10,,10派2.51元(含税),2020年报
2022-05-26,年度分红,,,2.65,2022-06-01,2022-06-02,2022-06-02,,10派2.65元(含税),2021年报
2023-06-09,年度分红,,,3.0,2023-06-15,2023-06-16,2023-06-16,,10派3元(含税),2022年报
2024-06-28,年度分红,,,3.3,2024-07-04,2024-07-05,2024-07-05,,10派3.3元(含税),2023年报
2025-06-04,年度分红,,,3.69,2025-06-10,2025-06-11,2025-06-11,,10派3.69元(含税),2024年报
2026-06-11,年度分红,,,4.15,2026-06-17,2026-06-18,2026-06-18,,10派4.15元(含税),2025年报
