实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1999-07-16,年度分红,0.0,2.0,1.0,1999-07-20,1999-07-21,1999-07-21,,10转增2股派1元(含税),1998年报
2000-05-20,年度分红,,,2.5,2000-05-24,2000-05-25,2000-05-26,,10派2.5元（含税）,1999年报
2001-06-01,年度分红,,,5.0,2001-06-07,2001-06-08,2001-06-15,,10派5元（含税）,2000年报
2002-05-15,年度分红,,,2.5,2002-05-21,2002-05-22,2002-05-27,,10派2.5元(含税),2001年报
2003-06-03,年度分红,,,1.5,2003-06-06,2003-06-09,2003-06-13,,10股派1.5元(含税),2002年报
2004-06-15,年度分红,,,0.6,2004-06-18,2004-06-21,2004-06-25,,10派0.6元(含税),2003年报
2005-06-16,年度分红,,,0.6,2005-06-21,2005-06-22,2005-06-27,,10派0.6元(含税),2004年报
2006-07-11,年度分红,,,0.7,2006-07-14,2006-07-17,2006-07-21,,10派0.7元（含税）,2005年报
2007-06-15,年度分红,,,0.6,2007-06-20,2007-06-21,2007-06-27,,10派0.6元（含税）,2006年报
2008-06-13,年度分红,,,0.6,2008-06-18,2008-06-19,2008-06-25,,10派0.6元（含税）,2007年报
2009-05-14,年度分红,,,0.45,2009-05-19,2009-05-20,2009-05-26,,10派0.45元（含税）,2008年报
2010-05-25,年度分红,,,0.53,2010-05-28,2010-05-31,2010-06-04,,10派0.53元（含税）,2009年报
2011-05-03,年度分红,,,0.29,2011-05-06,2011-05-09,2011-05-13,,10派0.29元(含税),2010年报
2012-04-10,年度分红,,,0.26,2012-04-13,2012-04-16,2012-04-20,,10派0.26元(含税),2011年报
2013-04-16,年度分红,,,0.35,2013-04-19,2013-04-22,2013-04-26,,10派0.35元(含税),2012年报
2014-04-05,年度分红,,,0.53,2014-04-11,2014-04-14,2014-04-18,,10派0.53元(含税),2013年报
2015-04-23,年度分红,,,1.38,2015-04-29,2015-04-30,2015-04-30,,10派1.38元(含税),2014年报
2016-04-21,年度分红,,,1.43,2016-04-27,2016-04-28,2016-04-28,,10派1.43元(含税),2015年报
2017-05-06,年度分红,,,1.28,2017-05-11,2017-05-12,2017-05-12,,10派1.28元(含税),2016年报
2018-04-26,年度分红,,,1.39,2018-05-03,2018-05-04,2018-05-04,,10派1.39元(含税),2017年报
2019-07-02,年度分红,,,1.19,2019-07-09,2019-07-10,2019-07-10,,10派1.19元(含税),2018年报
2020-09-07,年度分红,,,1.06,2020-09-14,2020-09-15,2020-09-15,,10派1.06元(含税),2019年报
2021-06-17,年度分红,,,1.08,2021-06-24,2021-06-25,2021-06-25,,10派1.08元(含税),2020年报
2022-06-02,年度分红,,,1.69,2022-06-10,2022-06-13,2022-06-13,,10派1.69元(含税),2021年报
2024-06-14,年度分红,,4.0,0.62,2024-06-19,2024-06-20,2024-06-20,,10转增4股派0.62元(含税),2023年报
2025-06-10,年度分红,,,0.27,2025-06-13,2025-06-16,2025-06-16,,10派0.27元(含税),2024年报
