实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-04-13,年度分红,3.0,,1.2,2015-04-16,2015-04-17,2015-04-17,2015-04-20,10送3股派1.2元(含税),2014年报
2016-04-28,年度分红,,20.0,2.0,2016-05-04,2016-05-05,2016-05-05,,10转增20股派2元(含税),2015年报
2017-07-13,年度分红,,,0.1,2017-07-18,2017-07-19,2017-07-19,,10派0.1元(含税),2016年报
2018-07-09,年度分红,,,0.1,2018-07-13,2018-07-16,2018-07-16,,10派0.1元(含税),2017年报
2019-06-12,年度分红,,,0.3,2019-06-17,2019-06-18,2019-06-18,,10派0.3元(含税),2018年报
2020-06-10,年度分红,,,0.6,2020-06-16,2020-06-17,2020-06-17,,10派0.6元(含税),2019年报
2020-09-23,中期分红,,,0.6,2020-09-28,2020-09-29,2020-09-29,,10派0.6元(含税),2020半年报
2021-06-07,年度分红,,,0.6,2021-06-10,2021-06-11,2021-06-11,,10派0.6元(含税),2020年报
2022-05-27,年度分红,,,1.5,2022-06-01,2022-06-02,2022-06-02,,10派1.5元(含税),2021年报
2022-09-24,中期分红,,,0.9,2022-09-29,2022-09-30,2022-09-30,,10派0.9元(含税),2022半年报
2023-04-29,年度分红,,,2.6,2023-05-09,2023-05-10,2023-05-10,,10派2.6元(含税),2022年报
2023-09-27,中期分红,,,0.9,2023-10-10,2023-10-11,2023-10-11,,10派0.9元(含税),2023半年报
2024-06-04,年度分红,,,2.0,2024-06-07,2024-06-11,2024-06-11,,10派2元(含税),2023年报
2024-10-15,中期分红,,,0.5,2024-10-18,2024-10-21,2024-10-21,,10派0.5元(含税),2024半年报
2025-02-27,特别分红,,,0.6,2025-03-04,2025-03-05,2025-03-05,,10派0.6元(含税),2024三季报
2025-06-03,年度分红,,,2.0,2025-06-06,2025-06-09,2025-06-09,,10派2元(含税),2024年报
2025-09-12,中期分红,,,1.5,2025-09-17,2025-09-18,2025-09-18,,10派1.5元(含税),2025半年报
2026-01-12,特别分红,,,1.5,2026-01-15,2026-01-16,2026-01-16,,10派1.5元(含税),
