实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2009-03-19,年度分红,,,1.2,2009-03-25,2009-03-26,2009-03-26,,10派1.2元（含税）,2008年报
2010-03-16,年度分红,,,0.5,2010-03-22,2010-03-23,2010-03-23,,10派0.5元（含税）,2009年报
2011-05-17,年度分红,,10.0,0.8,2011-05-20,2011-05-23,2011-05-23,2011-05-23,10转增10股派0.8元(含税),2010年报
2012-04-20,年度分红,,,2.2,2012-04-25,2012-04-26,2012-04-26,,10派2.2元(含税),2011年报
2013-05-04,年度分红,,,0.8,2013-05-09,2013-05-10,2013-05-10,,10派0.8元(含税),2012年报
2014-04-29,年度分红,,,1.8,2014-05-07,2014-05-08,2014-05-08,,10派1.8元(含税),2013年报
2015-04-29,年度分红,,,2.8,2015-05-07,2015-05-08,2015-05-08,,10派2.8元(含税),2014年报
2016-04-20,年度分红,,,1.8,2016-04-27,2016-04-28,2016-04-28,,10派1.8元(含税),2015年报
2017-04-21,年度分红,,,2.1,2017-04-26,2017-04-27,2017-04-27,,10派2.1元(含税),2016年报
2018-04-21,年度分红,,,3.0,2018-04-26,2018-04-27,2018-04-27,,10派3元（含税）,2017年报
2018-09-07,中期分红,,,4.2,2018-09-13,2018-09-14,2018-09-14,,10派4.2元（含税）,2018半年报
2019-04-17,年度分红,,,4.3,2019-04-22,2019-04-23,2019-04-23,,10派4.3元(含税),2018年报
2019-09-04,中期分红,,,3.0,2019-09-10,2019-09-11,2019-09-11,,10派3元(含税),2019半年报
2020-04-23,年度分红,,,5.5,2020-04-28,2020-04-29,2020-04-29,,10派5.5元(含税),2019年报
2020-09-18,中期分红,,,3.2,2020-09-23,2020-09-24,2020-09-24,,10派3.2元(含税),2020半年报
2021-04-22,年度分红,,,4.3,2021-04-27,2021-04-28,2021-04-28,,10派4.3元(含税),2020年报
2022-04-22,年度分红,,,6.2,2022-04-28,2022-04-29,2022-04-29,,10派6.2元(含税),2021年报
2023-04-22,年度分红,,,1.2,2023-04-27,2023-04-28,2023-04-28,,10派1.2元(含税),2022年报
2024-04-23,年度分红,,,5.0,2024-04-29,2024-04-30,2024-04-30,,10派5元(含税),2023年报
2025-04-23,年度分红,,,4.5,2025-04-28,2025-04-29,2025-04-29,,10派4.5元(含税),2024年报
2026-04-23,年度分红,,,4.8,2026-04-29,2026-04-30,2026-04-30,,10派4.8元(含税),2025年报
