实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-05-21,年度分红,1.0,2.0,0.112,2008-05-26,2008-05-27,2008-05-27,2008-05-27,10送1转增2股派0.112元（含税）,2007年报
2010-04-27,年度分红,,3.0,1.0,2010-05-04,2010-05-05,2010-05-05,2010-05-05,10转增3股派1元（含税）,2009年报
2011-05-31,年度分红,,3.0,,2011-06-07,2011-06-08,,2011-06-08,10转增3股,2010年报
2012-11-05,中期分红,,,0.1,2012-11-08,2012-11-09,2012-11-09,,10派0.1元(含税),2012半年报
2014-10-15,中期分红,,3.0,0.15,2014-10-20,2014-10-21,2014-10-21,2014-10-21,10转增3股派0.15元(含税),2014半年报
2015-04-17,年度分红,,,0.06,2015-04-23,2015-04-24,2015-04-24,,10派0.06元(含税),2014年报
2016-07-06,年度分红,,,0.12,2016-07-11,2016-07-12,2016-07-12,,10派0.12元(含税),2015年报
2017-06-02,年度分红,,3.0,,2017-06-07,2017-06-08,,2017-06-08,10转增3股,2016年报
2020-06-24,年度分红,,,0.15,2020-07-02,2020-07-03,2020-07-03,,10派0.15元(含税),2019年报
2021-06-08,年度分红,,4.0,0.11,2021-06-15,2021-06-16,2021-06-16,2021-06-16,10转增4股派0.11元(含税),2020年报
2022-06-30,年度分红,,4.0,0.17,2022-07-05,2022-07-06,2022-07-06,2022-07-06,10转增4股派0.17元(含税),2021年报
2023-06-14,年度分红,,,0.05,2023-06-21,2023-06-26,2023-06-26,,10派0.05元(含税),2022年报
2024-07-18,年度分红,,,0.05,2024-07-25,2024-07-26,2024-07-26,,10派0.05元(含税),2023年报
2025-07-01,年度分红,,,0.14,2025-07-04,2025-07-07,2025-07-07,,10派0.14元(含税),2024年报
2026-01-05,季度分红,,,0.1,2026-01-08,2026-01-09,2026-01-09,,10派0.1元(含税),2025三季报
