实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-11-19,年度分红,0.0,0.0,3.4,,,,,10派3.40元,1995年报
1997-05-14,年度分红,2.0,0.0,0.0,1997-05-20,1997-05-21,,,10送2股,1996年报
1998-09-28,中期分红,2.0,8.0,0.0,1998-10-05,1998-10-06,,,10送2转增8股,1998半年报
2001-07-24,年度分红,,4.0,1.0,2001-07-27,2001-07-30,2001-07-31,,10转增4股派1元(含税),2000年报
2008-07-11,股改分红,,6.0,,2008-07-14,,,2008-07-15,10转增6股,2008半年报
2012-05-23,年度分红,,,0.4,2012-05-29,2012-05-30,2012-05-30,,10派0.4元(含税),2011年报
2013-05-14,年度分红,,,4.0,2013-05-21,2013-05-22,2013-05-22,,10派4元(含税),2012年报
2014-05-28,年度分红,,,0.6,2014-06-05,2014-06-06,2014-06-06,,10派0.6元(含税),2013年报
2015-04-22,年度分红,4.0,,1.0,2015-04-29,2015-04-30,2015-04-30,2015-04-30,10送4股派1元(含税),2014年报
2016-05-04,年度分红,3.8,1.0,1.0,2016-05-09,2016-05-10,2016-05-10,2016-05-10,10送3.8转增1股派1元(含税),2015年报
2017-04-21,年度分红,,,1.0,2017-04-27,2017-04-28,2017-04-28,,10派1元(含税),2016年报
2018-05-03,年度分红,,,3.1,2018-05-10,2018-05-11,2018-05-11,,10派3.1元（含税）,2017年报
2019-04-23,年度分红,,,2.0,2019-04-29,2019-04-30,2019-04-30,,10派2元(含税),2018年报
2020-04-20,年度分红,,,0.19,2020-04-24,2020-04-27,2020-04-27,,10派0.19元(含税),2019年报
2023-05-09,年度分红,,,2.75,2023-05-16,2023-05-17,2023-05-17,,10派2.75元(含税),2022年报
2024-06-28,年度分红,,,1.0,2024-07-04,2024-07-05,2024-07-05,,10派1元(含税),2023年报
2026-05-20,年度分红,,,0.15,2026-05-26,2026-05-27,2026-05-27,,10派0.15元(含税),2025年报
