实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-03-07,年度分红,2.0,3.0,,1994-03-18,1994-03-21,,,10送2转增3股,1993年报
1995-07-29,年度分红,0.0,0.0,1.0,1995-08-08,1995-08-09,1995-08-11,,10派1.00元（含税）,1994年报
1996-07-25,年度分红,0.5,0.0,1.0,1996-07-29,1996-07-30,1996-08-05,,10送0.5股派1.00元,1995年报
2002-06-21,年度分红,1.5128,0.7564,0.7564,2002-06-27,2002-06-28,2002-06-28,,10送1.512822转增0.756411股派0.756411元（含税）,2001年报
2003-05-22,年度分红,,6.0,0.7,2003-05-27,2003-05-28,2003-05-28,,10转增6股派0.7元（含税）,2002年报
2014-08-06,年度分红,,,0.36,2014-08-12,2014-08-13,2014-08-13,,10派0.36元(含税),2013年报
2015-05-27,年度分红,,,1.0,2015-06-01,2015-06-02,2015-06-02,,10派1元(含税),2014年报
2015-09-02,中期分红,2.0,18.0,0.5,2015-09-10,2015-09-11,2015-09-11,2015-09-11,10送2转增18股派0.5元(含税),2015半年报
2016-04-14,年度分红,,,0.3,2016-04-19,2016-04-20,2016-04-20,,10派0.3元(含税),2015年报
2018-06-15,年度分红,,,0.2,2018-06-21,2018-06-22,2018-06-22,,10派0.2元(含税),2017年报
2020-05-30,年度分红,,,1.0,2020-06-04,2020-06-05,2020-06-05,,10派1元(含税),2019年报
2021-05-13,年度分红,,,0.35,2021-05-18,2021-05-19,2021-05-19,,10派0.35元(含税),2020年报
2022-05-27,年度分红,,,1.6,2022-06-01,2022-06-02,2022-06-02,,10派1.6元(含税),2021年报
2023-07-13,年度分红,,,3.2,2023-07-19,2023-07-20,2023-07-20,,10派3.2元(含税),2022年报
2024-08-20,年度分红,,,3.2,2024-08-26,2024-08-27,2024-08-27,,10派3.2元(含税),2023年报
