实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-05-25,年度分红,,10.0,1.5,2015-05-28,2015-05-29,2015-05-29,,10转增10股派1.5元(含税),2014年报
2016-05-16,年度分红,,,1.5,2016-05-19,2016-05-20,2016-05-20,,10派1.5元(含税),2015年报
2017-05-18,年度分红,,,2.25,2017-05-23,2017-05-24,2017-05-24,,10派2.25元(含税),2016年报
2018-05-03,年度分红,,4.5,1.5,2018-05-09,2018-05-10,2018-05-10,,10转增4.5股派1.5元(含税),2017年报
2018-09-20,中期分红,,4.5,,2018-09-26,2018-09-27,,,10转增4.5股,2018半年报
2019-05-23,年度分红,,,1.0,2019-05-28,2019-05-29,2019-05-29,,10派1元(含税),2018年报
2020-06-18,年度分红,,,0.6,2020-06-23,2020-06-24,2020-06-24,,10派0.6元(含税),2019年报
2021-07-07,年度分红,,,0.7,2021-07-13,2021-07-14,2021-07-14,,10派0.7元(含税),2020年报
2023-07-06,年度分红,,,0.6,2023-07-11,2023-07-12,2023-07-12,,10派0.6元(含税),2022年报
2024-07-01,年度分红,,,0.7,2024-07-04,2024-07-05,2024-07-05,,10派0.7元(含税),2023年报
2025-07-08,年度分红,,,0.8,2025-07-11,2025-07-14,2025-07-14,,10派0.8元(含税),2024年报
