实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1993-06-30,年度分红,3.0,0.0,0.8,1993-05-14,1993-05-17,,,10送3股派0.8元,1992年报
1994-05-17,年度分红,5.0,0.0,1.0,1994-05-30,1994-05-31,,,10送5股派1元,1993年报
1995-08-02,年度分红,1.15,1.35,1.0,1995-08-08,1995-08-09,,,10股送1.15转增1.35股派1.00元,1994年报
1996-07-26,年度分红,0.0,0.0,0.85,1996-07-31,1996-08-01,1996-08-07,,10派0.85元(含税),1995年报
2003-04-23,年度分红,,,0.3,2003-04-28,2003-04-29,2003-04-29,,10股派0.30元（含税）,2002年报
2004-05-15,年度分红,0.0,0.0,0.32,2004-05-20,2004-05-21,2004-05-21,,10派0.32元(含税),2003年报
2005-06-01,年度分红,,,0.3,2005-06-07,2005-06-08,2005-06-08,,10派0.3元(含税),2004年报
2006-07-15,年度分红,,5.0,0.35,2006-07-20,2006-07-21,2006-07-21,,10转增5股派0.35元（含税）,2005年报
2007-07-05,年度分红,,,0.06,2007-07-10,2007-07-11,2007-07-11,,10派0.06元（含税）,2006年报
2008-07-10,年度分红,2.0,3.0,0.25,2008-07-16,2008-07-17,2008-07-17,2008-07-17,10送2转增3股派0.25元（含税）,2007年报
2009-07-10,年度分红,,,0.3,2009-07-16,2009-07-17,2009-07-17,,10派0.3元（含税）,2008年报
2010-08-07,年度分红,,,0.3,2010-08-12,2010-08-13,2010-08-13,,10派0.3元（含税）,2009年报
2011-07-12,年度分红,,,0.35,2011-07-15,2011-07-18,2011-07-18,,10派0.35元(含税),2010年报
2012-06-12,年度分红,,,0.2,2012-06-15,2012-06-18,2012-06-18,,10派0.2元(含税),2011年报
2013-06-06,年度分红,,,0.25,2013-06-13,2013-06-14,2013-06-14,,10派0.25元(含税),2012年报
2014-05-31,年度分红,,,0.15,2014-06-09,2014-06-10,2014-06-10,,10派0.15元(含税),2013年报
2015-06-10,年度分红,,,0.19,2015-06-16,2015-06-17,2015-06-17,,10派0.19元(含税),2014年报
2016-06-14,年度分红,,,0.37,2016-06-17,2016-06-20,2016-06-20,,10派0.37元(含税),2015年报
2017-06-10,年度分红,,,0.15,2017-06-16,2017-06-19,2017-06-19,,10派0.15元(含税),2016年报
2018-06-14,年度分红,,,0.1,2018-06-21,2018-06-22,2018-06-22,,10派0.1元(含税),2017年报
2019-06-11,年度分红,,,0.66,2019-06-18,2019-06-19,2019-06-19,,10派0.66元(含税),2018年报
2020-06-04,年度分红,,,0.11,2020-06-10,2020-06-11,2020-06-11,,10派0.11元(含税),2019年报
2021-06-04,年度分红,,,0.08,2021-06-10,2021-06-11,2021-06-11,,10派0.08元(含税),2020年报
2022-05-19,年度分红,2.0,,0.5,2022-05-26,2022-05-27,2022-05-27,2022-05-27,10送2股派0.5元(含税),2021年报
2023-05-25,年度分红,,,1.2,2023-06-01,2023-06-02,2023-06-02,,10派1.2元(含税),2022年报
2024-05-30,年度分红,,,2.16,2024-06-05,2024-06-06,2024-06-06,,10派2.16元(含税),2023年报
