实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2013-06-07,年度分红,,,0.9,2013-06-18,2013-06-19,2013-06-19,,10派0.9元(含税),2012年报
2014-05-21,年度分红,,10.0,0.9,2014-05-27,2014-05-28,2014-05-28,2014-05-28,10转增10股派0.9元(含税),2013年报
2015-06-05,年度分红,,,0.45,2015-06-11,2015-06-12,2015-06-12,,10派0.45元(含税),2014年报
2015-10-22,中期分红,,12.0,,2015-10-28,2015-10-29,,2015-10-29,10转增12股,2015半年报
2018-06-26,年度分红,,,0.1,2018-07-02,2018-07-03,2018-07-03,,10派0.1元(含税),2017年报
2020-07-06,年度分红,,,0.1,2020-07-10,2020-07-13,2020-07-13,,10派0.1元(含税),2019年报
2022-05-31,年度分红,,,0.2,2022-06-07,2022-06-08,2022-06-08,,10派0.2元(含税),2021年报
2024-06-05,年度分红,,,0.2,2024-06-11,2024-06-12,2024-06-12,,10派0.2元(含税),2023年报
2025-07-08,年度分红,,,0.1,2025-07-11,2025-07-14,2025-07-14,,10派0.1元(含税),2024年报
2026-07-02,年度分红,,,0.1,2026-07-09,2026-07-10,2026-07-10,,10派0.1元(含税),2025年报
