实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-06-20,年度分红,,,1.6,2007-06-25,2007-06-26,2007-06-26,,10派1.6元（含税）,2006年报
2008-06-17,年度分红,,,2.1,2008-06-20,2008-06-23,2008-06-23,,10派2.1元（含税）,2007年报
2009-04-21,年度分红,,,2.6,2009-04-27,2009-04-28,2009-04-28,,10派2.6元（含税）,2008年报
2010-06-19,年度分红,,,3.0,2010-06-25,2010-06-28,2010-06-28,,10派3元（含税）,2009年报
2011-06-22,年度分红,,,3.2,2011-06-27,2011-06-28,2011-06-28,,10派3.2元(含税),2010年报
2012-06-15,年度分红,,8.0,3.5,2012-06-20,2012-06-21,2012-06-21,2012-06-21,10转增8股派3.5元(含税),2011年报
2013-06-20,年度分红,,,2.3,2013-06-25,2013-06-26,2013-06-26,,10派2.3元(含税),2012年报
2014-06-20,年度分红,0.992138,3.968555,2.678774,2014-06-26,2014-06-27,2014-06-27,2014-06-27,10送0.992138转增3.968555股派2.678774元(含税),2013年报
2015-06-05,年度分红,3.0,,2.0,2015-06-10,2015-06-11,2015-06-11,2015-06-11,10送3股派2元(含税),2014年报
2016-07-25,年度分红,,,3.0,2016-07-28,2016-07-29,2016-07-29,,10派3元(含税),2015年报
2017-06-23,年度分红,,,2.0,2017-06-28,2017-06-29,2017-06-29,,10派2元(含税),2016年报
2018-06-08,年度分红,,,2.2,2018-06-14,2018-06-15,2018-06-15,,10派2.2元(含税),2017年报
2019-06-21,年度分红,,,2.5,2019-06-27,2019-06-28,2019-06-28,,10派2.5元(含税),2018年报
2020-06-20,年度分红,,,0.671,2020-06-29,2020-06-30,2020-06-30,,10派0.671元(含税),2019年报
2021-06-16,年度分红,,,0.838,2021-06-22,2021-06-23,2021-06-23,,10派0.838元(含税),2020年报
2022-06-18,年度分红,,,1.433,2022-06-23,2022-06-24,2022-06-24,,10派1.433元(含税),2021年报
2023-05-20,年度分红,,,1.854,2023-05-26,2023-05-29,2023-05-29,,10派1.854元(含税),2022年报
2024-06-21,年度分红,,,2.6165,2024-06-27,2024-06-28,2024-06-28,,10派2.6165元(含税),2023年报
2025-06-18,年度分红,,,3.09379,2025-06-25,2025-06-26,2025-06-26,,10派3.09379元(含税),2024年报
