实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-29,年度分红,,,0.5,2001-06-04,2001-06-05,2001-06-12,,10派0.5元(含税),2000年报
2002-06-11,年度分红,,,0.5,2002-06-17,2002-06-18,2002-06-25,,10派0.5元(含税),2001年报
2003-07-03,年度分红,,,0.5,2003-07-08,2003-07-09,2003-07-18,,10股派0.5元(含税),2002年报
2004-04-29,年度分红,,,0.8,2004-05-11,2004-05-12,2004-05-19,,10派0.8元(含税),2003年报
2005-05-24,年度分红,,,1.0,2005-05-30,2005-05-31,2005-06-10,,10派1元(含税),2004年报
2006-05-24,年度分红,,,1.1,2006-05-29,2006-05-30,2006-06-05,,10派1.1元（含税）,2005年报
2007-04-17,年度分红,,,1.1,2007-04-20,2007-04-23,2007-04-27,,10派1.1元（含税）,2006年报
2008-05-27,年度分红,,,1.0,2008-05-30,2008-06-02,2008-06-06,,10派1元（含税）,2007年报
2009-05-05,年度分红,,,1.3,2009-05-11,2009-05-12,2009-05-15,,10派1.3元（含税）,2008年报
2010-04-20,年度分红,,,0.8,2010-04-23,2010-04-26,2010-04-30,,10派0.8元（含税）,2009年报
2011-05-10,年度分红,,,1.3,2011-05-16,2011-05-17,2011-05-20,,10派1.3元(含税),2010年报
2012-04-13,年度分红,,,0.3,2012-04-18,2012-04-19,2012-04-26,,10派0.3元(含税),2011年报
2013-03-29,年度分红,,,1.2,2013-04-08,2013-04-09,2013-04-16,,10派1.2元(含税),2012年报
2014-03-24,年度分红,,,0.5,2014-03-27,2014-03-28,2014-04-02,,10派0.5元(含税),2013年报
2017-05-18,年度分红,,,1.3,2017-05-24,2017-05-25,2017-05-25,,10派1.3元(含税),2016年报
2018-05-23,年度分红,,4.0,5.0,2018-05-29,2018-05-30,2018-05-30,,10转增4股派5元(含税),2017年报
2019-05-16,年度分红,,,2.0,2019-05-22,2019-05-23,2019-05-23,,10派2元(含税),2018年报
2020-08-07,年度分红,,,0.18,2020-08-12,2020-08-13,2020-08-13,,10派0.18元(含税),2019年报
2021-06-22,年度分红,,,0.15,2021-06-25,2021-06-28,2021-06-28,,10派0.15元(含税),2020年报
2022-08-13,年度分红,,,0.6,2022-08-18,2022-08-19,2022-08-19,,10派0.6元(含税),2021年报
2023-07-22,年度分红,,,3.02,2023-07-27,2023-07-28,2023-07-28,,10派3.02元(含税),2022年报
2024-06-19,年度分红,,,1.38,2024-06-25,2024-06-26,2024-06-26,,10派1.38元(含税),2023年报
2025-07-12,年度分红,,,0.21,2025-07-17,2025-07-18,2025-07-18,,10派0.21元(含税),2024年报
2026-07-10,年度分红,,,0.23,2026-07-15,2026-07-16,2026-07-16,,10派0.23元(含税),2025年报
