实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-06-03,年度分红,2.0,3.0,3.0,2008-06-10,2008-06-11,2008-06-11,2008-06-11,10送2转增3股派3元（含税）,2007年报
2009-06-03,年度分红,,,2.0,2009-06-08,2009-06-09,2009-06-09,,10派2元（含税）,2008年报
2010-06-11,年度分红,,5.0,1.5,2010-06-21,2010-06-22,2010-06-22,2010-06-22,10转增5股派1.5元（含税）,2009年报
2011-05-27,年度分红,,6.0,1.5,2011-06-01,2011-06-02,2011-06-02,2011-06-02,10转增6股派1.5元(含税),2010年报
2012-06-20,年度分红,,,1.0,2012-06-27,2012-06-28,2012-06-28,,10派1元(含税),2011年报
2013-06-20,年度分红,,,1.0,2013-06-26,2013-06-27,2013-06-27,,10派1元(含税),2012年报
2014-06-20,年度分红,,,1.0,2014-06-25,2014-06-26,2014-06-26,,10派1元(含税),2013年报
2015-06-17,年度分红,,,1.0,2015-06-25,2015-06-26,2015-06-26,,10派1元(含税),2014年报
2016-06-08,年度分红,,,1.5,2016-06-16,2016-06-17,2016-06-17,,10派1.5元(含税),2015年报
2017-06-21,年度分红,,,1.5,2017-06-28,2017-06-29,2017-06-29,,10派1.5元(含税),2016年报
2018-06-20,年度分红,,,1.5,2018-06-25,2018-06-26,2018-06-26,,10派1.5元(含税),2017年报
2019-05-30,年度分红,,3.0,1.5,2019-06-04,2019-06-05,2019-06-05,2019-06-05,10转增3股派1.5元(含税),2018年报
2020-06-08,年度分红,,,1.5,2020-06-12,2020-06-15,2020-06-15,,10派1.5元(含税),2019年报
2021-06-10,年度分红,,,1.5,2021-06-16,2021-06-17,2021-06-17,,10派1.5元(含税),2020年报
2022-06-10,年度分红,,,1.5,2022-06-16,2022-06-17,2022-06-17,,10派1.5元(含税),2021年报
2024-06-13,年度分红,,,0.7,2024-06-18,2024-06-19,2024-06-19,,10派0.7元(含税),2023年报
2025-05-22,年度分红,,,1.0,2025-05-29,2025-05-30,2025-05-30,,10派1元(含税),2024年报
2026-05-23,年度分红,,,1.0,2026-05-28,2026-05-29,2026-05-29,,10派1元(含税),2025年报
