实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-21,年度分红,,,6.0,2011-04-28,2011-04-29,2011-04-29,,10派6元(含税),2010年报
2012-04-17,年度分红,,10.0,3.0,2012-04-23,2012-04-24,2012-04-24,2012-04-24,10转增10股派3元(含税),2011年报
2013-04-12,年度分红,,5.0,1.5,2013-04-18,2013-04-19,2013-04-19,2013-04-19,10转增5股派1.5元(含税),2012年报
2014-04-29,年度分红,,10.0,0.5,2014-05-07,2014-05-08,2014-05-08,2014-05-08,10转增10股派0.5元(含税),2013年报
2015-05-04,年度分红,,,0.15,2015-05-11,2015-05-12,2015-05-12,,10派0.15元(含税),2014年报
2017-05-04,年度分红,,,0.1,2017-05-11,2017-05-12,2017-05-12,,10派0.1元(含税),2016年报
2018-05-05,年度分红,,,0.1,2018-05-11,2018-05-14,2018-05-14,,10派0.1元(含税),2017年报
2019-05-08,年度分红,,,0.1,2019-05-15,2019-05-16,2019-05-16,,10派0.1元(含税),2018年报
2021-05-24,年度分红,,,0.15,2021-05-27,2021-05-28,2021-05-28,,10派0.15元(含税),2020年报
2022-05-24,年度分红,,,0.1,2022-05-30,2022-05-31,2022-05-31,,10派0.1元(含税),2021年报
