实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-11,年度分红,,,1.0,2001-05-17,2001-05-18,2001-05-25,,10派1元(含税),2000年报
2002-06-06,年度分红,,,1.0,2002-06-12,2002-06-13,2002-06-18,,10派1元(含税),2001年报
2003-06-16,年度分红,,,1.0,2003-06-20,2003-06-23,2003-06-27,,10股派1元(含税),2002年报
2004-04-08,年度分红,,,3.5,2004-04-13,2004-04-14,2004-04-19,,10派3.5元(含税),2003年报
2005-04-14,年度分红,,,2.5,2005-04-19,2005-04-20,2005-04-26,,10派2.5元(含税),2004年报
2006-05-12,年度分红,,,2.5,2006-05-19,2006-05-22,2006-05-26,,10派2.5元(含税),2005年报
2007-05-31,年度分红,,,2.5,2007-06-05,2007-06-06,2007-06-11,,10派2.5元（含税）,2006年报
2007-08-17,中期分红,,10.0,,2007-08-22,2007-08-23,,,10转增10股,2007半年报
2008-05-29,年度分红,,,1.3,2008-06-03,2008-06-04,2008-06-10,,10派1.3元（含税）,2007年报
2009-06-03,年度分红,,,1.3,2009-06-08,2009-06-09,2009-06-15,,10派1.3元（含税）,2008年报
2010-03-26,年度分红,,,1.3,2010-04-01,2010-04-02,2010-04-09,,10派1.3元（含税）,2009年报
2011-04-12,年度分红,,,1.5,2011-04-18,2011-04-19,2011-04-22,,10派1.5元(含税),2010年报
2012-05-15,年度分红,,,1.5,2012-05-21,2012-05-22,2012-05-25,,10派1.5元(含税),2011年报
2013-05-27,年度分红,,,1.5,2013-05-31,2013-06-03,2013-06-13,,10派1.5元(含税),2012年报
2014-05-13,年度分红,,,1.5,2014-05-16,2014-05-19,2014-05-22,,10派1.5元(含税),2013年报
2015-06-02,年度分红,,,1.5,2015-06-09,2015-06-10,2015-06-10,,10派1.5元(含税),2014年报
2016-04-29,年度分红,,15.0,3.0,2016-05-05,2016-05-06,2016-05-06,,10转增15股派3元(含税),2015年报
2017-04-28,年度分红,,,3.0,2017-05-04,2017-05-05,2017-05-05,,10派3元(含税),2016年报
2018-06-06,年度分红,,,3.5,2018-06-12,2018-06-13,2018-06-13,,10派3.5元(含税),2017年报
2019-05-28,年度分红,,,3.5,2019-06-03,2019-06-04,2019-06-04,,10派3.5元(含税),2018年报
2020-05-08,年度分红,,,4.0,2020-05-14,2020-05-15,2020-05-15,,10派4元(含税),2019年报
2021-06-23,年度分红,,,4.9473,2021-06-28,2021-06-29,2021-06-29,,10派4.9473元(含税),2020年报
2022-05-07,年度分红,,,5.0,2022-05-12,2022-05-13,2022-05-13,,10派5元(含税),2021年报
2023-05-16,年度分红,,,5.0,2023-05-19,2023-05-22,2023-05-22,,10派5元(含税),2022年报
2024-05-22,年度分红,,,5.0,2024-05-27,2024-05-28,2024-05-28,,10派5元(含税),2023年报
2025-06-07,年度分红,,,5.5,2025-06-12,2025-06-13,2025-06-13,,10派5.5元(含税),2024年报
