实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-09,年度分红,,10.0,8.0,2011-04-14,2011-04-15,2011-04-15,2011-04-15,10转增10股派8元(含税),2010年报
2012-04-20,年度分红,,,5.0,2012-04-25,2012-04-26,2012-04-26,,10派5元(含税),2011年报
2013-05-23,年度分红,,,1.0,2013-05-28,2013-05-29,2013-05-29,,10派1元(含税),2012年报
2014-05-09,年度分红,,,1.0,2014-05-15,2014-05-16,2014-05-16,,10派1元(含税),2013年报
2015-06-10,年度分红,,,0.5,2015-06-15,2015-06-16,2015-06-16,,10派0.5元(含税),2014年报
2015-09-19,中期分红,,10.0,,2015-09-24,2015-09-25,,2015-09-25,10转增10股,2015半年报
2016-05-28,年度分红,,,0.25,2016-06-03,2016-06-06,2016-06-06,,10派0.25元(含税),2015年报
2017-05-11,年度分红,,5.0,1.2,2017-05-17,2017-05-18,2017-05-18,2017-05-18,10转增5股派1.2元(含税),2016年报
2018-04-27,年度分红,,5.0,1.2,2018-05-07,2018-05-08,2018-05-08,2018-05-08,10转增5股派1.2元(含税),2017年报
2019-05-21,年度分红,,,1.0,2019-05-27,2019-05-28,2019-05-28,,10派1元(含税),2018年报
2020-05-22,年度分红,,,1.2,2020-05-27,2020-05-28,2020-05-28,,10派1.2元(含税),2019年报
2021-05-25,年度分红,,5.0,1.5,2021-05-31,2021-06-01,2021-06-01,2021-06-01,10转增5股派1.5元(含税),2020年报
2022-05-27,年度分红,,,1.5,2022-06-02,2022-06-06,2022-06-06,,10派1.5元(含税),2021年报
2023-05-20,年度分红,,,1.5,2023-05-25,2023-05-26,2023-05-26,,10派1.5元(含税),2022年报
2024-05-30,年度分红,,,1.0,2024-06-04,2024-06-05,2024-06-05,,10派1元(含税),2023年报
2025-05-21,年度分红,,,1.0,2025-05-27,2025-05-28,2025-05-28,,10派1元(含税),2024年报
2026-05-23,年度分红,,,1.0,2026-05-29,2026-06-01,2026-06-01,,10派1元(含税),2025年报
