实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-04-19,年度分红,,2.0,4.0,2010-04-23,2010-04-26,2010-04-26,2010-04-26,10转增2股派4元（含税）,2009年报
2011-04-14,年度分红,,10.0,6.0,2011-04-20,2011-04-21,2011-04-21,2011-04-21,10转增10股派6元(含税),2010年报
2012-04-10,年度分红,,,6.0,2012-04-16,2012-04-17,2012-04-17,,10派6元(含税),2011年报
2013-04-03,年度分红,,,4.0,2013-04-10,2013-04-11,2013-04-11,,10派4元(含税),2012年报
2014-04-03,年度分红,,,4.0,2014-04-09,2014-04-10,2014-04-10,,10派4元(含税),2013年报
2015-05-29,年度分红,,,4.0,2015-06-04,2015-06-05,2015-06-05,,10派4元(含税),2014年报
2016-06-06,年度分红,,,2.5,2016-06-14,2016-06-15,2016-06-15,,10派2.5元(含税),2015年报
2017-05-04,年度分红,,,0.5,2017-05-10,2017-05-11,2017-05-11,,10派0.5元(含税),2016年报
2018-05-02,年度分红,,5.0,2.0,2018-05-08,2018-05-09,2018-05-09,2018-05-09,10转增5股派2元(含税),2017年报
2019-06-27,年度分红,,,3.0,2019-07-04,2019-07-05,2019-07-05,,10派3元(含税),2018年报
2025-01-08,季度分红,,,0.65,2025-01-15,2025-01-16,2025-01-16,,10派0.65元(含税),2024三季报
2025-05-29,年度分红,,,0.8,2025-06-05,2025-06-06,2025-06-06,,10派0.8元(含税),2024年报
2026-06-15,年度分红,,,1.5,2026-06-23,2026-06-24,2026-06-24,,10派1.5元(含税),2025年报
