实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-05-17,年度分红,,,4.0,2007-05-22,2007-05-23,2007-05-23,,10派4元（含税）,2006年报
2008-06-12,年度分红,,,2.0,2008-06-17,2008-06-18,2008-06-18,,10派2元（含税）,2007年报
2009-07-01,年度分红,,,0.3,2009-07-06,2009-07-07,2009-07-07,,10派0.3元（含税）,2008年报
2010-07-05,年度分红,,,0.7,2010-07-08,2010-07-09,2010-07-09,,10派0.70元（含税）,2009年报
2011-06-14,年度分红,,,0.2,2011-06-20,2011-06-21,2011-06-21,,10派0.2元(含税),2010年报
2012-06-14,年度分红,,,0.1,2012-06-20,2012-06-21,2012-06-21,,10派0.1元(含税),2011年报
2014-06-19,年度分红,,,0.11,2014-06-24,2014-06-25,2014-06-25,,10派0.11元(含税),2013年报
2015-06-16,年度分红,,,0.1,2015-06-23,2015-06-24,2015-06-24,,10派0.1元(含税),2014年报
2017-07-06,年度分红,,,2.0,2017-07-11,2017-07-12,2017-07-12,,10派2元(含税),2016年报
2018-05-15,年度分红,,,15.0,2018-05-21,2018-05-22,2018-05-22,,10派15元(含税),2017年报
2019-05-15,年度分红,,5.0,20.0,2019-05-21,2019-05-22,2019-05-22,2019-05-22,10转增5股派20元(含税),2018年报
2020-06-05,年度分红,,,2.5,2020-06-10,2020-06-11,2020-06-11,,10派2.5元(含税),2019年报
2021-06-10,年度分红,,,4.5,2021-06-17,2021-06-18,2021-06-18,,10派4.5元(含税),2020年报
2022-06-01,年度分红,,,8.2,2022-06-09,2022-06-10,2022-06-10,,10派8.2元(含税),2021年报
2023-06-09,年度分红,,,0.5,2023-06-15,2023-06-16,2023-06-16,,10派0.5元(含税),2022年报
