实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-07-03,年度分红,,7.0,2.0,2012-07-09,2012-07-10,2012-07-10,2012-07-10,10转增7股派2元(含税),2011年报
2013-05-31,年度分红,,,1.0,2013-06-05,2013-06-06,2013-06-06,,10派1元(含税),2012年报
2015-04-23,年度分红,,15.0,0.85,2015-04-29,2015-04-30,2015-04-30,2015-04-30,10转增15股派0.85元(含税),2014年报
2016-04-14,年度分红,,8.0,0.53,2016-04-19,2016-04-20,2016-04-20,2016-04-20,10转增8股派0.53元(含税),2015年报
2017-06-22,年度分红,,,0.15,2017-06-28,2017-06-29,2017-06-29,,10派0.15元(含税),2016年报
2018-06-15,年度分红,,,0.2,2018-06-21,2018-06-22,2018-06-22,,10派0.2元(含税),2017年报
2019-07-04,年度分红,,,0.28,2019-07-10,2019-07-11,2019-07-11,,10派0.28元(含税),2018年报
2020-07-03,年度分红,,,0.13,2020-07-08,2020-07-09,2020-07-09,,10派0.13元(含税),2019年报
2022-05-25,年度分红,,,0.26,2022-06-01,2022-06-02,2022-06-02,,10派0.26元(含税),2021年报
2023-06-15,年度分红,,,0.05,2023-06-26,2023-06-27,2023-06-27,,10派0.05元(含税),2022年报
