实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-04-26,年度分红,,,1.5,2001-05-09,2001-05-10,2001-05-18,,10派1.5元（含税）,2000年报
2002-07-15,年度分红,,,1.5,2002-07-18,2002-07-19,2002-07-26,,10派1.5元(含税),2001年报
2003-04-22,年度分红,,,1.5,2003-04-25,2003-04-28,2003-05-14,,10派1.5元（含税）,2002年报
2004-04-15,年度分红,,,1.0,2004-04-20,2004-04-21,2004-04-29,,10派1元(含税),2003年报
2005-06-07,年度分红,,,1.2,2005-06-10,2005-06-13,2005-06-17,,10派1.2元（含税）,2004年报
2006-03-28,股改分红,,10.0,,2006-03-29,2006-03-30,,,10转增10股,
2008-02-28,年度分红,,,1.0,2008-03-04,2008-03-05,2008-03-10,,10派1元（含税）,2007年报
2009-06-01,年度分红,,,1.0,2009-06-04,2009-06-05,2009-06-11,,10派1元（含税）,2008年报
2010-06-12,年度分红,,,1.0,2010-06-22,2010-06-23,2010-07-01,,10派1元（含税）,2009年报
2011-06-20,年度分红,,,1.0,2011-06-23,2011-06-24,2011-06-30,,10派1元(含税),2010年报
2012-04-05,年度分红,,,1.0,2012-04-10,2012-04-11,2012-04-17,,10派1元(含税),2011年报
2013-05-16,年度分红,,,1.2,2013-05-21,2013-05-22,2013-05-28,,10派1.2元(含税),2012年报
2014-04-29,年度分红,,,1.5,2014-05-07,2014-05-08,2014-05-14,,10派1.5元(含税),2013年报
2015-06-03,年度分红,,,1.0,2015-06-09,2015-06-10,2015-06-10,,10派1元(含税),2014年报
2016-08-23,年度分红,,15.0,1.0,2016-08-29,2016-08-30,2016-08-30,,10转增15股派1元(含税),2015年报
2017-06-29,年度分红,,,0.5,2017-07-04,2017-07-05,2017-07-05,,10派0.5元(含税),2016年报
2018-04-25,年度分红,,,0.6,2018-05-03,2018-05-04,2018-05-04,,10派0.6元(含税),2017年报
2019-06-24,年度分红,,,0.5,2019-06-27,2019-06-28,2019-06-28,,10派0.5元(含税),2018年报
2020-06-17,年度分红,,,0.5,2020-06-23,2020-06-24,2020-06-24,,10派0.5元(含税),2019年报
2021-07-07,年度分红,,,0.55,2021-07-13,2021-07-14,2021-07-14,,10派0.55元(含税),2020年报
2022-06-13,年度分红,,,0.63,2022-06-16,2022-06-17,2022-06-17,,10派0.63元(含税),2021年报
2023-06-12,年度分红,,,0.4,2023-06-15,2023-06-16,2023-06-16,,10派0.4元(含税),2022年报
2024-04-16,年度分红,,,1.2,2024-04-22,2024-04-23,2024-04-23,,10派1.2元(含税),2023年报
2024-09-26,中期分红,,,0.4,2024-10-10,2024-10-11,2024-10-11,,10派0.4元(含税),2024半年报
2024-11-19,季度分红,,,0.4,2024-11-22,2024-11-25,2024-11-25,,10派0.4元(含税),2024三季报
2025-04-30,年度分红,,,0.9,2025-05-09,2025-05-12,2025-05-12,,10派0.9元(含税),2024年报
2025-09-18,中期分红,,,0.4,2025-09-24,2025-09-25,2025-09-25,,10派0.4元(含税),2025半年报
2025-12-05,特别分红,,,2.584,2025-12-11,2025-12-12,2025-12-12,,10派2.584元(含税),
2026-05-13,年度分红,,,1.36,2026-05-19,2026-05-20,2026-05-20,,10派1.36元(含税),2025年报
