实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-18,年度分红,,,2.5,2011-05-24,2011-05-25,2011-05-25,,10派2.5元(含税),2010年报
2012-05-24,年度分红,,,3.5,2012-05-29,2012-05-30,2012-05-30,,10派3.5元(含税),2011年报
2013-05-09,年度分红,,,5.0,2013-05-16,2013-05-17,2013-05-17,,10派5元(含税),2012年报
2014-04-10,年度分红,,10.0,5.0,2014-04-17,2014-04-18,2014-04-18,2014-04-18,10转增10股派5元(含税),2013年报
2015-05-20,年度分红,,10.0,3.0,2015-05-25,2015-05-26,2015-05-26,2015-05-26,10转增10股派3元(含税),2014年报
2016-05-24,年度分红,,10.0,1.5,2016-05-30,2016-05-31,2016-05-31,2016-05-31,10转增10股派1.5元(含税),2015年报
2017-05-24,年度分红,,,0.8,2017-05-31,2017-06-01,2017-06-01,,10派0.8元(含税),2016年报
2018-06-13,年度分红,,,0.8,2018-06-20,2018-06-21,2018-06-21,,10派0.8元(含税),2017年报
2019-05-22,年度分红,,,1.2,2019-05-27,2019-05-28,2019-05-28,,10派1.2元(含税),2018年报
2020-05-21,年度分红,,,2.5,2020-05-26,2020-05-27,2020-05-27,,10派2.5元(含税),2019年报
2021-05-13,年度分红,,,1.2,2021-05-20,2021-05-21,2021-05-21,,10派1.2元(含税),2020年报
2022-05-18,年度分红,,,1.2,2022-05-24,2022-05-25,2022-05-25,,10派1.2元(含税),2021年报
2023-05-18,年度分红,,,1.2,2023-05-25,2023-05-26,2023-05-26,,10派1.2元(含税),2022年报
2024-05-22,年度分红,,,1.2,2024-05-28,2024-05-29,2024-05-29,,10派1.2元(含税),2023年报
2025-05-22,年度分红,,,1.2,2025-05-28,2025-05-29,2025-05-29,,10派1.2元(含税),2024年报
