实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-06-22,年度分红,0.0,0.0,1.0,1998-06-25,1998-06-26,1998-06-29,,10派1元(含税),1997年报
1999-05-28,年度分红,3.0,2.0,0.0,1999-06-03,1999-06-04,,,10送3转增2股,1998年报
2000-05-16,年度分红,4.0,4.0,,2000-05-22,2000-05-23,,,10送4转增4股,1999年报
2001-05-25,年度分红,,,0.25,2001-05-31,2001-06-01,2001-06-08,,10派0.25元（含税）,2000年报
2005-06-09,年度分红,,,1.0,2005-06-14,2005-06-15,2005-06-21,,10派1元(含税),2004年报
2007-06-14,年度分红,,,1.0,2007-06-19,2007-06-20,2007-06-25,,10派1元（含税）,2006年报
2009-05-27,年度分红,,,1.0,2009-06-04,2009-06-05,2009-06-11,,10派1元（含税）,2008年报
2012-04-20,年度分红,,,1.0,2012-04-25,2012-04-26,2012-05-04,,10派1元(含税),2011年报
2013-05-08,年度分红,,,1.3,2013-05-13,2013-05-14,2013-05-20,,10派1.3元(含税),2012年报
2019-07-16,年度分红,,2.0,0.5,2019-07-19,2019-07-22,2019-07-22,,10转增2股派0.5元(含税),2018年报
