实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-05-16,年度分红,,10.0,4.0,2008-05-21,2008-05-22,2008-05-22,,10转增10股派4元（含税）,2007年报
2009-05-25,年度分红,,5.0,3.2,2009-06-02,2009-06-03,2009-06-03,2009-06-03,10转增5股派3.2元（含税）,2008年报
2010-05-12,年度分红,,5.0,1.0,2010-05-17,2010-05-18,2010-05-18,2010-05-18,10转增5股派1元（含税）,2009年报
2011-05-19,年度分红,,5.0,1.1,2011-05-24,2011-05-25,2011-05-25,2011-05-25,10转增5股派1.1元(含税),2010年报
2012-05-08,年度分红,,,0.8,2012-05-14,2012-05-15,2012-05-15,,10派0.8元(含税),2011年报
2013-05-22,年度分红,,,0.5,2013-05-27,2013-05-28,2013-05-28,,10派0.5元(含税),2012年报
2014-05-08,年度分红,,,0.7,2014-05-13,2014-05-14,2014-05-14,,10派0.7元(含税),2013年报
2016-05-20,年度分红,,10.0,2.5,2016-05-26,2016-05-27,2016-05-27,2016-05-27,10转增10股派2.5元(含税),2015年报
2017-05-26,年度分红,,,0.8,2017-06-02,2017-06-05,2017-06-05,,10派0.8元(含税),2016年报
2018-06-26,年度分红,,,0.58,2018-07-02,2018-07-03,2018-07-03,,10派0.58元(含税),2017年报
2019-06-21,年度分红,,,0.2,2019-06-26,2019-06-27,2019-06-27,,10派0.2元(含税),2018年报
2020-06-22,年度分红,,,0.1,2020-06-30,2020-07-01,2020-07-01,,10派0.1元(含税),2019年报
2021-06-03,年度分红,,,0.2,2021-06-09,2021-06-10,2021-06-10,,10派0.2元(含税),2020年报
2022-06-17,年度分红,,,0.4,2022-06-23,2022-06-24,2022-06-24,,10派0.4元(含税),2021年报
2023-06-21,年度分红,,,0.2,2023-06-28,2023-06-29,2023-06-29,,10派0.2元(含税),2022年报
2024-06-21,年度分红,,,0.12,2024-06-27,2024-06-28,2024-06-28,,10派0.12元(含税),2023年报
2025-07-02,年度分红,,,0.1,2025-07-07,2025-07-08,2025-07-08,,10派0.1元(含税),2024年报
