实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2004-05-22,年度分红,,,2.0,2004-05-26,2004-05-27,2004-06-02,,10派2元(含税),2003年报
2005-05-13,年度分红,,,3.0,2005-05-18,2005-05-19,2005-05-25,,10派3元(含税),2004年报
2006-05-23,年度分红,,,3.3,2006-05-26,2006-05-29,2006-06-02,,10派3.3元（含税）,2005年报
2007-04-18,年度分红,,,4.8,2007-04-23,2007-04-24,2007-04-27,,10派4.8元（含税）,2006年报
2008-05-15,年度分红,,10.0,7.2,2008-05-20,2008-05-21,2008-05-26,,10转增10股派7.2元（含税）,2007年报
2009-04-21,年度分红,,10.0,3.0,2009-04-24,2009-04-27,2009-04-30,2009-04-28,10转增10股派3元（含税）,2008年报
2010-05-11,年度分红,5.0,5.0,1.0,2010-05-14,2010-05-17,2010-05-20,2010-05-18,10送5转增5股派1元（含税）,2009年报
2011-05-17,年度分红,,,1.0,2011-05-20,2011-05-23,2011-05-26,,10派1元(含税),2010年报
2012-06-13,年度分红,,,1.5,2012-06-18,2012-06-19,2012-06-25,,10派1.5元(含税),2011年报
2013-06-21,年度分红,,,1.6,2013-06-28,2013-07-01,2013-07-05,,10派1.6元(含税),2012年报
2014-07-08,年度分红,,,1.0,2014-07-15,2014-07-16,2014-07-16,,10派1元(含税),2013年报
2015-06-05,年度分红,,,1.0,2015-06-11,2015-06-12,2015-06-12,,10派1元(含税),2014年报
2016-06-07,年度分红,,,1.0,2016-06-15,2016-06-16,2016-06-16,,10派1元(含税),2015年报
2017-05-26,年度分红,,,1.0,2017-06-05,2017-06-06,2017-06-06,,10派1元(含税),2016年报
2018-02-02,季度分红,,,0.8,2018-02-07,2018-02-08,2018-02-08,,10派0.8元(含税),2017三季报
2018-05-18,年度分红,,,0.4,2018-05-24,2018-05-25,2018-05-25,,10派0.4元(含税),2017年报
2019-08-14,年度分红,,4.0,1.0,2019-08-19,2019-08-20,2019-08-20,,10转增4股派1元(含税),2018年报
2020-08-12,年度分红,,4.0,1.0,2020-08-18,2020-08-19,2020-08-19,,10转增4股派1元(含税),2019年报
2021-07-20,年度分红,,,0.5,2021-07-26,2021-07-27,2021-07-27,,10派0.5元(含税),2020年报
2022-07-01,年度分红,,,0.5,2022-07-07,2022-07-08,2022-07-08,,10派0.5元(含税),2021年报
2023-07-11,年度分红,,,0.7,2023-07-17,2023-07-18,2023-07-18,,10派0.7元(含税),2022年报
2024-07-09,年度分红,,,1.4,2024-07-16,2024-07-17,2024-07-17,,10派1.4元(含税),2023年报
2024-11-21,中期分红,,,0.8,2024-11-28,2024-11-29,2024-11-29,,10派0.8元(含税),2024半年报
2025-07-17,年度分红,,,1.48,2025-07-23,2025-07-24,2025-07-24,,10派1.48元(含税),2024年报
2025-10-16,中期分红,,,1.7467,2025-10-22,2025-10-23,2025-10-23,,10派1.7467元(含税),2025半年报
