实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-06-30,年度分红,,,0.3,2011-07-05,2011-07-06,2011-07-12,,10派0.3元(含税),2010年报
2012-07-03,年度分红,,,0.5,2012-07-09,2012-07-10,2012-07-17,,10派0.5元(含税),2011年报
2013-07-04,年度分红,,,0.65,2013-07-09,2013-07-10,2013-07-17,,10派0.65元(含税),2012年报
2014-07-10,年度分红,,,1.0,2014-07-16,2014-07-17,2014-07-17,,10派1元(含税),2013年报
2015-07-11,年度分红,,,1.05,2015-07-16,2015-07-17,2015-07-17,,10派1.05元(含税),2014年报
2016-07-09,年度分红,,,0.87,2016-07-14,2016-07-15,2016-07-15,,10派0.87元(含税),2015年报
2017-07-10,年度分红,,,1.08,2017-07-13,2017-07-14,2017-07-14,,10派1.08元(含税),2016年报
2018-06-20,年度分红,,,0.95,2018-06-26,2018-06-27,2018-06-27,,10派0.95元(含税),2017年报
2019-06-22,年度分红,,,1.18,2019-06-27,2019-06-28,2019-06-28,,10派1.18元(含税),2018年报
2020-07-09,年度分红,,,1.87,2020-07-14,2020-07-15,2020-07-15,,10派1.87元(含税),2019年报
2021-06-03,年度分红,,,2.23,2021-06-09,2021-06-10,2021-06-10,,10派2.23元(含税),2020年报
2022-06-07,年度分红,,,1.46,2022-06-10,2022-06-13,2022-06-13,,10派1.46元(含税),2021年报
2023-06-08,年度分红,,,1.77,2023-06-13,2023-06-14,2023-06-14,,10派1.77元(含税),2022年报
2024-07-09,年度分红,,,1.78,2024-07-12,2024-07-15,2024-07-15,,10派1.78元(含税),2023年报
2025-08-16,年度分红,,,1.86,2025-08-21,2025-08-22,2025-08-22,,10派1.86元(含税),2024年报
2026-01-26,中期分红,,,1.0,2026-01-29,2026-01-30,2026-01-30,,10派1元(含税),2025半年报
