实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-08-17,年度分红,2.0,0.0,0.0,1995-08-23,1995-08-24,,,10送2股,1994年报
1996-05-17,年度分红,0.0,0.0,2.0,1996-05-20,1996-05-21,1996-05-23,,10派2元,1995年报
1997-07-11,年度分红,0.7,0.0,1.3,1997-07-18,1997-07-21,1997-07-25,,10送0.7股派1.30元(含税),1996年报
1998-07-04,年度分红,0.0,0.0,1.0,1998-07-13,1998-07-14,1998-07-20,,10派1元(含税),1997年报
2001-07-14,年度分红,,,1.0,2001-07-20,2001-07-23,2001-07-24,,10派1元(含税),2000年报
2006-06-03,股改分红,,2.5,,2006-06-05,,,,10转增2.5股,
2006-06-28,年度分红,,6.0,,2006-07-03,2006-07-04,,,10转增6股,2005年报
2011-09-22,中期分红,2.0,8.0,0.23,2011-09-28,2011-09-29,2011-09-29,2011-09-29,10送2转增8股派0.23元(含税),2011半年报
2012-07-27,年度分红,1.0,2.5,0.12,2012-08-02,2012-08-03,2012-08-03,2012-08-03,10送1转增2.5股派0.12元(含税),2011年报
2013-08-17,年度分红,,,0.2,2013-08-22,2013-08-23,2013-08-23,,10派0.2元(含税),2012年报
2014-05-10,年度分红,,,0.5,2014-05-16,2014-05-19,2014-05-19,,10派0.5元(含税),2013年报
2016-06-02,年度分红,,,0.45,2016-06-07,2016-06-08,2016-06-08,,10派0.45元(含税),2015年报
2017-06-12,年度分红,,,0.55,2017-06-16,2017-06-19,2017-06-19,,10派0.55元(含税),2016年报
2020-06-20,年度分红,,,0.88,2020-06-29,2020-06-30,2020-06-30,,10派0.88元(含税),2019年报
2021-07-01,年度分红,,,0.35,2021-07-07,2021-07-08,2021-07-08,,10派0.35元(含税),2020年报
2022-06-24,年度分红,,,0.24,2022-06-30,2022-07-01,2022-07-01,,10派0.24元(含税),2021年报
2023-06-22,年度分红,,,0.351142,2023-06-29,2023-06-30,2023-06-30,,10派0.351142元(含税),2022年报
