实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-08-04,年度分红,0.0,0.0,4.0,1998-08-10,1998-08-11,1998-08-17,,10派4元(含税),1997年报
1999-06-04,年度分红,0.0,2.5,4.48,1999-06-09,1999-06-10,1999-06-16,,10转增2.5股派4.48元(含税),1998年报
2000-05-13,年度分红,,,3.75,2000-05-18,2000-05-19,2000-05-22,,10派3.75元（含税）,1999年报
2001-09-08,中期分红,,,6.0,2001-09-12,2001-09-13,2001-09-14,,10派6元(含税),2001半年报
2002-04-16,年度分红,,3.0,5.0,2002-04-22,2002-04-23,2002-04-23,,10转增3股派5元(含税),2001年报
2003-05-14,年度分红,,,5.0,2003-05-21,2003-05-22,2003-05-22,,10股派5元（含税）,2002年报
2005-04-15,年度分红,0.0,0.0,10.0,2005-04-20,2005-04-21,2005-04-21,,10派10元(含税),2004年报
2006-05-11,年度分红,,,3.5,2006-05-16,2006-05-17,2006-05-17,,10派3.5元（含税）,2005年报
2006-09-19,中期分红,1.35,3.65,0.15,2006-09-21,2006-09-22,2006-09-22,2006-09-22,10送1.35转增3.65股派0.15元（含税）,2006半年报
2007-05-15,年度分红,0.56,,1.2,2007-05-18,2007-05-21,2007-05-21,2007-05-21,10送0.56股派1.2元（含税）,2006年报
2008-07-11,年度分红,,,2.52,2008-07-16,2008-07-17,2008-07-17,,10派2.52元（含税）,2007年报
2010-05-07,年度分红,3.0,,1.0,2010-05-13,2010-05-14,2010-05-14,2010-05-14,10送3股派1元（含税）,2009年报
2011-06-01,年度分红,,,1.0,2011-06-08,2011-06-09,2011-06-09,,10派1元(含税),2010年报
2012-05-31,年度分红,,,5.0,2012-06-07,2012-06-08,2012-06-08,,10派5元(含税),2011年报
2013-06-01,年度分红,,,1.0,2013-06-06,2013-06-07,2013-06-07,,10派1元(含税),2012年报
2014-06-17,年度分红,5.0,,1.0,2014-06-20,2014-06-23,2014-06-23,2014-06-23,10送5股派1元(含税),2013年报
2015-07-09,年度分红,,,0.4,2015-07-14,2015-07-15,2015-07-15,,10派0.4元(含税),2014年报
2016-07-12,年度分红,,,0.3,2016-07-15,2016-07-18,2016-07-18,,10派0.3元(含税),2015年报
2017-07-08,年度分红,,,0.3,2017-07-13,2017-07-14,2017-07-14,,10派0.3元(含税),2016年报
2018-06-30,年度分红,,,1.5,2018-07-05,2018-07-06,2018-07-06,,10派1.5元（含税）,2017年报
2019-07-23,年度分红,,,2.0,2019-07-26,2019-07-29,2019-07-29,,10派2元(含税),2018年报
2020-07-21,年度分红,,,1.5,2020-07-24,2020-07-27,2020-07-27,,10派1.5元(含税),2019年报
2021-06-24,年度分红,,,1.5,2021-06-29,2021-06-30,2021-06-30,,10派1.5元(含税),2020年报
2022-07-12,年度分红,,,1.5,2022-07-15,2022-07-18,2022-07-18,,10派1.5元(含税),2021年报
2023-07-01,年度分红,,,1.3,2023-07-06,2023-07-07,2023-07-07,,10派1.3元(含税),2022年报
2024-07-06,年度分红,,,0.6,2024-07-11,2024-07-12,2024-07-12,,10派0.6元(含税),2023年报
2025-06-28,年度分红,,,0.2,2025-07-03,2025-07-04,2025-07-04,,10派0.2元(含税),2024年报
2026-07-02,年度分红,,,0.75,2026-07-07,2026-07-08,2026-07-08,,10派0.75元(含税),2025年报
