实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-06-15,年度分红,,,1.0,2017-06-20,2017-06-21,2017-06-21,,10派1元(含税),2016年报
2017-09-25,中期分红,,10.0,,2017-09-28,2017-09-29,,2017-09-29,10转增10股,2017半年报
2018-03-31,年度分红,,,0.8,2018-04-09,2018-04-10,2018-04-10,,10派0.8元(含税),2017年报
2019-05-23,年度分红,,,0.5,2019-05-28,2019-05-29,2019-05-29,,10派0.5元(含税),2018年报
2020-04-10,年度分红,,,0.6,2020-04-16,2020-04-17,2020-04-17,,10派0.6元(含税),2019年报
2021-06-09,年度分红,,,1.2,2021-06-15,2021-06-16,2021-06-16,,10派1.2元(含税),2020年报
2022-06-27,年度分红,,4.0,1.6,2022-07-04,2022-07-05,2022-07-05,2022-07-05,10转增4股派1.6元(含税),2021年报
2024-05-11,年度分红,,,0.8,2024-05-17,2024-05-20,2024-05-20,,10派0.8元(含税),2023年报
2025-05-23,年度分红,,,0.404043,2025-05-29,2025-05-30,2025-05-30,,10派0.404043元(含税),2024年报
2026-06-05,年度分红,,,0.4,2026-06-12,2026-06-15,2026-06-15,,10派0.4元(含税),2025年报
