实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-03-12,年度分红,,5.0,5.0,2007-03-15,2007-03-16,,,10 转增5 股派5 元（含税）,2006年报
2008-04-12,年度分红,,,2.5,2008-04-18,2008-04-21,2008-04-21,,10派2.5元（含税）,2007年报
2009-05-25,年度分红,,,2.5,2009-06-02,2009-06-03,2009-06-03,,10派2.5元（含税）,2008年报
2010-05-19,年度分红,,10.0,2.5,2010-05-25,2010-05-26,2010-05-26,2010-05-26,10转增10股派2.5元（含税）,2009年报
2011-05-20,年度分红,,,0.5,2011-05-26,2011-05-27,2011-05-27,,10派0.5元(含税),2010年报
2012-06-05,年度分红,,,0.5,2012-06-08,2012-06-11,2012-06-11,,10派0.5元(含税),2011年报
2013-06-05,年度分红,,,1.0,2013-06-14,2013-06-17,2013-06-17,,10派1元(含税),2012年报
2014-05-10,年度分红,,,1.0,2014-05-16,2014-05-19,2014-05-19,,10派1元(含税),2013年报
2015-04-29,年度分红,,,1.5,2015-05-06,2015-05-07,2015-05-07,,10派1.5元(含税),2014年报
2016-05-19,年度分红,,,1.5,2016-05-24,2016-05-25,2016-05-25,,10派1.5元(含税),2015年报
2017-05-19,年度分红,,,1.5,2017-05-24,2017-05-25,2017-05-25,,10派1.5元(含税),2016年报
2018-06-01,年度分红,,,1.5,2018-06-07,2018-06-08,2018-06-08,,10派1.5元(含税),2017年报
2019-05-24,年度分红,,7.0,0.8,2019-05-30,2019-05-31,2019-05-31,2019-05-31,10转增7股派0.8元(含税),2018年报
2020-07-04,年度分红,,,0.25,2020-07-09,2020-07-10,2020-07-10,,10派0.25元(含税),2019年报
2021-07-01,年度分红,,,1.0,2021-07-06,2021-07-07,2021-07-07,,10派1元(含税),2020年报
2022-06-22,年度分红,,,0.25,2022-06-28,2022-06-29,2022-06-29,,10派0.25元(含税),2021年报
2023-06-09,年度分红,,,0.25,2023-06-15,2023-06-16,2023-06-16,,10派0.25元(含税),2022年报
2024-06-20,年度分红,,,0.5,2024-06-26,2024-06-27,2024-06-27,,10派0.5元(含税),2023年报
2024-10-10,中期分红,,,0.25,2024-10-16,2024-10-17,2024-10-17,,10派0.25元(含税),2024半年报
2025-06-05,年度分红,,,0.4,2025-06-12,2025-06-13,2025-06-13,,10派0.4元(含税),2024年报
2025-09-13,中期分红,,,0.25,2025-09-18,2025-09-19,2025-09-19,,10派0.25元(含税),2025半年报
