实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-05-04,年度分红,,12.0,10.0,2012-05-10,2012-05-11,2012-05-11,2012-05-11,10转增12股派10元(含税),2011年报
2013-05-23,年度分红,,,5.0,2013-05-29,2013-05-30,2013-05-30,,10派5元(含税),2012年报
2014-05-21,年度分红,,,5.0,2014-05-26,2014-05-27,2014-05-27,,10派5元(含税),2013年报
2015-06-02,年度分红,,10.0,3.0,2015-06-09,2015-06-10,2015-06-10,2015-06-10,10转增10股派3元(含税),2014年报
2016-05-27,年度分红,,,2.0,2016-06-02,2016-06-03,2016-06-03,,10派2元(含税),2015年报
2017-06-30,年度分红,,,2.5,2017-07-06,2017-07-07,2017-07-07,,10派2.5元(含税),2016年报
2018-05-31,年度分红,,,3.5,2018-06-07,2018-06-08,2018-06-08,,10派3.5元(含税),2017年报
2019-05-15,年度分红,,,2.0,2019-05-22,2019-05-23,2019-05-23,,10派2元(含税),2018年报
2020-05-15,年度分红,,,2.0,2020-05-21,2020-05-22,2020-05-22,,10派2元(含税),2019年报
2021-05-28,年度分红,,,2.0,2021-06-03,2021-06-04,2021-06-04,,10派2元(含税),2020年报
2022-06-02,年度分红,,,1.5,2022-06-09,2022-06-10,2022-06-10,,10派1.5元(含税),2021年报
2023-05-31,年度分红,,,1.5,2023-06-07,2023-06-08,2023-06-08,,10派1.5元(含税),2022年报
2024-05-29,年度分红,,,1.0,2024-06-05,2024-06-06,2024-06-06,,10派1元(含税),2023年报
2025-05-21,年度分红,,,1.0,2025-05-28,2025-05-29,2025-05-29,,10派1元(含税),2024年报
