实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-05-25,年度分红,0.0,0.0,2.2,1995-05-26,1995-05-29,,,10派2.20元(含税),1994年报
1996-06-02,年度分红,0.0,0.0,1.2,1996-06-05,1996-06-06,,,10派1.20元(含税),1995年报
1997-05-29,年度分红,0.0,0.0,1.2,1997-06-02,1997-06-03,,,10派1.20元(含税),1996年报
1998-04-16,年度分红,0.0,0.0,1.2,1998-04-21,1998-04-22,1998-04-23,,10派1.2元(含税),1997年报
1999-06-24,年度分红,0.0,0.0,1.2,1999-06-28,1999-06-29,1999-06-30,,10派1.2元(含税),1998年报
1999-11-23,中期分红,,5.0,,1999-11-26,1999-11-29,,,10转增5股,1999半年报
2001-06-20,年度分红,,,0.8,2001-06-26,2001-06-27,2001-07-16,,10派0.8元(含税),2000年报
2002-06-26,年度分红,,,0.6,2002-07-02,2002-07-03,2002-07-16,,10派0.6元(含税),2001年报
2003-07-02,年度分红,,,0.6,2003-07-07,2003-07-08,2003-07-18,,10派0.6元(含税),2002年报
2004-07-05,年度分红,,,0.7,2004-07-08,2004-07-09,2004-07-15,,10派0.7元(含税),2003年报
2005-06-30,年度分红,,,0.7,2005-07-05,2005-07-06,2005-07-11,,10派0.7元(含税),2004年报
2006-06-27,年度分红,,,0.7,2006-06-30,2006-07-03,2006-07-07,,10派0.7元（含税）,2005年报
2007-05-28,年度分红,,,0.9,2007-05-31,2007-06-01,2007-06-08,,10派0.9元（含税）,2006年报
2008-05-26,年度分红,,,0.9,2008-05-29,2008-05-30,2008-06-10,,10派0.9元（含税）,2007年报
2009-05-21,年度分红,,,1.0,2009-05-26,2009-05-27,2009-06-08,,10派1元（含税）,2008年报
2010-04-16,年度分红,,,1.1,2010-04-21,2010-04-22,2010-04-28,,10派1.1元（含税）,2009年报
2011-05-13,年度分红,,,1.2,2011-05-18,2011-05-19,2011-05-25,,10派1.2元(含税),2010年报
2012-04-26,年度分红,,,1.2,2012-05-03,2012-05-04,2012-05-11,,10派1.2元(含税),2011年报
2013-05-03,年度分红,,,1.3,2013-05-09,2013-05-10,2013-05-16,,10派1.3元(含税),2012年报
2014-04-29,年度分红,,,1.5,2014-05-06,2014-05-07,2014-05-13,,10派1.5元(含税),2013年报
2015-05-21,年度分红,,,1.5,2015-05-28,2015-05-29,2015-05-29,,10派1.5元(含税),2014年报
2016-06-21,年度分红,,,1.5,2016-06-27,2016-06-28,2016-06-28,,10派1.5元(含税),2015年报
2017-06-21,年度分红,,,1.5,2017-06-27,2017-06-28,2017-06-28,,10派1.5元(含税),2016年报
2018-08-03,年度分红,,,0.85,2018-08-09,2018-08-10,2018-08-10,,10派0.85元(含税),2017年报
2019-08-02,年度分红,,,0.5,2019-08-08,2019-08-09,2019-08-09,,10派0.5元(含税),2018年报
2020-07-30,年度分红,,,0.2,2020-08-06,2020-08-07,2020-08-07,,10派0.2元(含税),2019年报
2024-07-05,年度分红,,,4.84,2024-07-11,2024-07-12,2024-07-12,,10派4.84元(含税),2023年报
2025-06-21,年度分红,,,6.99,2025-06-26,2025-06-27,2025-06-27,,10派6.99元(含税),2024年报
