实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-30,年度分红,,10.0,5.0,2011-05-09,2011-05-10,2011-05-10,2011-05-10,10转增10股派5元(含税),2010年报
2012-05-12,年度分红,,,1.0,2012-05-18,2012-05-21,2012-05-21,,10派1元(含税),2011年报
2013-05-31,年度分红,,,2.0,2013-06-06,2013-06-07,2013-06-07,,10派2元(含税),2012年报
2014-05-16,年度分红,,,2.0,2014-05-22,2014-05-23,2014-05-23,,10派2元(含税),2013年报
2015-06-05,年度分红,,,3.0,2015-06-11,2015-06-12,2015-06-12,,10派3元(含税),2014年报
2015-09-17,中期分红,,10.0,,2015-09-23,2015-09-24,,2015-09-24,10转增10股,2015半年报
2016-06-01,年度分红,,,1.5,2016-06-07,2016-06-08,2016-06-08,,10派1.5元(含税),2015年报
2017-06-28,年度分红,,,1.5,2017-07-05,2017-07-06,2017-07-06,,10派1.5元(含税),2016年报
2018-06-13,年度分红,,,2.0,2018-06-21,2018-06-22,2018-06-22,,10派2元(含税),2017年报
2019-06-27,年度分红,,,2.0,2019-07-03,2019-07-04,2019-07-04,,10派2元(含税),2018年报
2020-05-15,年度分红,,,2.0,2020-05-21,2020-05-22,2020-05-22,,10派2元(含税),2019年报
2021-06-16,年度分红,,,1.5,2021-06-22,2021-06-23,2021-06-23,,10派1.5元(含税),2020年报
2022-06-08,年度分红,,,2.0,2022-06-14,2022-06-15,2022-06-15,,10派2元(含税),2021年报
2023-06-15,年度分红,,,1.5,2023-06-20,2023-06-21,2023-06-21,,10派1.5元(含税),2022年报
2024-06-21,年度分红,,,2.0,2024-06-27,2024-06-28,2024-06-28,,10派2元(含税),2023年报
2025-06-18,年度分红,,,2.0,2025-06-25,2025-06-26,2025-06-26,,10派2元(含税),2024年报
2026-05-28,年度分红,,,2.0,2026-06-04,2026-06-05,2026-06-05,,10派2元(含税),2025年报
