实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-31,年度分红,,,3.0,2001-06-07,2001-06-08,2001-06-15,,10派3元(含税),2000年报
2002-05-14,年度分红,,,2.6,2002-05-17,2002-05-20,2002-05-29,,10派2.6元(含税),2001年报
2003-05-23,年度分红,,,2.3,2003-05-28,2003-05-29,2003-06-06,,10股派2.3元(含税),2002年报
2004-05-26,年度分红,,,2.0,2004-05-31,2004-06-01,2004-06-07,,10派2元(含税),2003年报
2005-07-05,年度分红,,10.0,2.5,2005-07-08,2005-07-11,2005-07-15,,10转增10股派2.5元(含税),2004年报
2006-07-17,年度分红,,,0.8,2006-07-20,2006-07-21,2006-07-27,,10派0.8元（含税）,2005年报
2007-05-19,年度分红,,,0.6,2007-05-24,2007-05-25,2007-05-31,,10派0.6元（含税）,2006年报
2008-03-20,年度分红,,,0.4,2008-03-25,2008-03-26,2008-04-01,,10派0.4元（含税）,2007年报
2009-05-05,年度分红,,12.0,0.3,2009-05-08,2009-05-11,2009-05-15,2009-05-12,10转增12股派0.3元（含税）,2008年报
2010-05-27,年度分红,,,0.5,2010-06-01,2010-06-02,2010-06-08,,10派0.5元（含税）,2009年报
2011-05-10,年度分红,,,0.6,2011-05-13,2011-05-16,2011-05-19,,10派0.6元(含税),2010年报
2012-06-06,年度分红,,,0.5,2012-06-11,2012-06-12,2012-06-18,,10派0.5元(含税),2011年报
2013-06-03,年度分红,,,0.6,2013-06-07,2013-06-13,2013-06-18,,10派0.60元(含税),2012年报
2014-06-12,年度分红,,,0.5,2014-06-17,2014-06-18,2014-06-18,,10派0.5元(含税),2013年报
2015-06-06,年度分红,,,0.2,2015-06-11,2015-06-12,2015-06-12,,10派0.2元(含税),2014年报
2016-05-12,年度分红,,,0.3,2016-05-17,2016-05-18,2016-05-18,,10派0.3元(含税),2015年报
2017-06-12,年度分红,,,0.2,2017-06-15,2017-06-16,2017-06-16,,10派0.2元(含税),2016年报
2018-06-28,年度分红,,,0.3,2018-07-03,2018-07-04,2018-07-04,,10派0.3元(含税),2017年报
2021-06-02,年度分红,,,1.0,2021-06-07,2021-06-08,2021-06-08,,10派1元(含税),2020年报
2022-05-18,年度分红,,,0.3,2022-05-23,2022-05-24,2022-05-24,,10派0.3元(含税),2021年报
2023-06-02,年度分红,,,0.18,2023-06-07,2023-06-08,2023-06-08,,10派0.18元(含税),2022年报
2024-05-15,年度分红,,,0.65,2024-05-20,2024-05-21,2024-05-21,,10派0.65元(含税),2023年报
2025-05-23,年度分红,,,1.28,2025-05-28,2025-05-29,2025-05-29,,10派1.28元(含税),2024年报
2026-05-22,年度分红,,,1.04,2026-05-27,2026-05-28,2026-05-28,,10派1.04元(含税),2025年报
