实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-05-18,年度分红,,,2.0,2010-05-25,2010-05-26,2010-05-26,,10派2元（含税）,2009年报
2011-05-25,年度分红,,,1.0,2011-05-31,2011-06-01,2011-06-01,,10派1元(含税),2010年报
2012-04-09,年度分红,,10.0,2.0,2012-04-12,2012-04-13,2012-04-13,2012-04-13,10转增10股派2元(含税),2011年报
2013-05-17,年度分红,,10.0,1.0,2013-05-23,2013-05-24,2013-05-24,2013-05-24,10转增10股派1元(含税),2012年报
2014-05-16,年度分红,,,0.6,2014-05-22,2014-05-23,2014-05-23,,10派0.6元(含税),2013年报
2015-05-28,年度分红,,,0.6,2015-06-03,2015-06-04,2015-06-04,,10派0.6元(含税),2014年报
2016-05-24,年度分红,,,0.6,2016-05-30,2016-05-31,2016-05-31,,10派0.6元(含税),2015年报
2017-05-27,年度分红,,,0.3,2017-06-05,2017-06-06,2017-06-06,,10派0.3元(含税),2016年报
2018-05-22,年度分红,,,0.4,2018-05-28,2018-05-29,2018-05-29,,10派0.4元(含税),2017年报
2019-05-17,年度分红,,3.0,0.6,2019-05-22,2019-05-23,2019-05-23,2019-05-23,10转增3股派0.6元(含税),2018年报
2020-05-29,年度分红,,,0.3,2020-06-04,2020-06-05,2020-06-05,,10派0.3元(含税),2019年报
2021-05-28,年度分红,,,0.3,2021-06-03,2021-06-04,2021-06-04,,10派0.3元(含税),2020年报
2024-06-14,年度分红,,,0.2,2024-06-19,2024-06-20,2024-06-20,,10派0.2元(含税),2023年报
2025-06-04,年度分红,,,0.2,2025-06-09,2025-06-10,2025-06-10,,10派0.2元(含税),2024年报
